SEGGER J-Link RTT Logger
Compiled Sep 27 2022 16:03:22
(c) 2016-2017 SEGGER Microcontroller GmbH, www.segger.com
         Solutions for real time microcontroller applications

Default logfile path: /Users/rbaron/Library/Application Support/SEGGER

------------------------------------------------------------ 

Device name. Default: NRF52 Target interface. Interface speed [kHz]. Default: 4000 kHz RTT Control Block address. Default: auto-detection RTT Channel name or index. Default: channel 1 Output file. Default: RTT_<ChannelName>_<Time>.log 
------------------------------------------------------------ 
Connected to:
  J-Link EDU Mini V1 compiled Mar 28 2023 17:01:59
  S/N: 801036382

Searching for RTT Control Block...OK.
3 up-channels found:
0: Terminal
1: 
2: 
Selected RTT Channel description: 
  Index: 0
  Name:  Terminal
  Size:  1024 bytes.

Output file: /dev/stdout

Getting RTT data from target. Press any key to quit.
------------------------------------------------------------ 

*** Booting Zephyr OS build v3.2.99-ncs2 ***
Initializing
I: LittleFS version 2.5, disk version 2.0
I: FS at flash-controller@4001e000:0x7a000 is 6 0x1000-byte blocks with 512 cycle
I: sizes: rd 16 ; pr 16 ; ca 64 ; la 32
I: /lfs mounted
Reading from to /lfs/0
E: file open error (-2)
E: Error -2:  in /Users/rbaron/dev/electronics/spellcaster/code/sclib/src/signal_store.c:42
I: no signal on slot 0
Reading from to /lfs/1
E: file open error (-2)
E: Error -2:  in /Users/rbaron/dev/electronics/spellcaster/code/sclib/src/signal_store.c:42
I: no signal on slot 1
Reading from to /lfs/2
E: file open error (-2)
E: Error -2:  in /Users/rbaron/dev/electronics/spellcaster/code/sclib/src/signal_store.c:42
I: no signal on slot 2
Reading from to /lfs/3
E: file open error (-2)
E: Error -2:  in /Users/rbaron/dev/electronics/spellcaster/code/sclib/src/signal_store.c:42
I: no signal on slot 3
Reading from to /lfs/4
E: file open error (-2)
E: Error -2:  in /Users/rbaron/dev/electronics/spellcaster/code/sclib/srTransfer rate: 1.99 KB/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Still
Will get ready
Transfer rate: 54 Bytes/s Data written: 1.02 KB Moving
Will start to capture
Transfer rate: 69 Bytes/s Data written: 1.05 KB Transfer rate: 0 Bytes/s Data written: 1.05 KB Transfer rate: 0 Bytes/s Data written: 1.05 KB Transfer rate: 0 Bytes/s Data written: 1.05 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
-139,-523,17435,108,-178,27
26,-121,17108,-12,-43,196
-136,105,16755,201,-69,101
48,-161,17101,432,-317,-119
55,124,16817,333,-340,-13
41,305,16796,375,-191,-50
101,101,17157,498,-130,-196
-172,-121,17204,422,16,-280
-547,-448,16751,73,36,-316

---END DUMP---
Transfer rate: 7.75 KB/s Data written: 13.31 KB Transfer rate: 0 Bytes/s Data written: 13.31 KB Transfer rate: 0 Bytes/s Data written: 13.31 KB Transfer rate: 0 Bytes/s Data written: 13.31 KB Transfer rate: 0 Bytes/s Data written: 13.31 KB Will get ready
Transfer rate: 35 Bytes/s Data written: 13.33 KB Moving
Will start to capture
Transfer rate: 69 Bytes/s Data written: 13.36 KB Transfer rate: 0 Bytes/s Data written: 13.36 KB Transfer rate: 0 Bytes/s Data written: 13.36 KB Transfer rate: 0 Bytes/s Data written: 13.36 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
-6391,1611,23787,-1944,1253,1588
-9267,3711,25376,-3131,1874,3065
-11323,2392,25614,-2847,2739,3366
-11962,-1771,24761,81,3230,3644
-11391,-4514,23316,3063,2125,5274
-8760,-4235,22123,5088,-64,7523
-4485,-3719,18676,6095,-1143,9031
-1352,-1538,15514,5542,-1982,10137
1809,-523,14196,4834,-2217,10137
4479,-1170,11516,4078,-1130,9798
6309,-621,9136,3797,-544,10403
7668,1211,8708,3642,-1195,10792
10065,1535,9692,3529,-1931,9460
12672,1493,12726,3124,-1846,7642
12877,1808,13163,1189,-620,5730
13632,809,11686,-30,203,2972
14429,407,13136,66,-661,261
15223,-50,15302,910,-1410,-2622
15071,-408,15531,1092,-1085,-5183
13992,443,15053,593,-784,-6973
12097,569,15479,412,-339,-9005
8683,728,15687,197,353,-10515
4819,1049,15778,-653,1067,-11305
877,1232,15581,-1744,1884,-12183
-3667,145,13656,-2020,2018,-13280
-7569,-319,14548,-668,587,-14254
-8893,-2713,14934,256,-63,-14562
-11923,-2646,14913,-594,-357,-12315
-14261,-3066,14200,-2150,50,-9987
-16220,-3516,11610,-2546,577,-7547
-17500,-3094,9386,-2560,-500,-5206
-15808,-3889,10742,-1835,-2135,-3134
-13907,-3133,12643,-1861,-2683,111
-11913,-2316,11960,-2630,-2098,2863
-9443,-2270,12723,-1994,-1696,4708
-8538,-2211,11226,-1611,-1205,5976
-6969,-3471,8994,-1683,-1388,6555
-4416,-4574,11589,-2086,-3139,7849
-113,-4456,18634,-2660,-4423,9833
2859,-2524,21737,-4310,-2583,11601
5455,177,20089,-5737,-318,11959
8708,2716,19297,-4002,-501,10646
12034,3468,22981,-1433,-1774,7788
14587,2216,26363,-1369,-1533,5418
12709,3026,25541,-1624,565,5233
11483,3207,23930,-961,2618,4193
10121,4070,21123,-1647,3438,2702
9408,4383,18254,-2392,2737,550
8571,3474,18011,-2484,857,-2440
8138,1001,18310,-1221,-612,-5636
6993,-1328,18433,-80,-1305,-7675
6376,-3148,16874,113,-1119,-9011
5373,-4075,15992,202,-1214,-9382
4530,-3926,16554,-100,-1674,-9231
1777,-1538,16745,-1290,-2176,-8896
1215,-1804,16470,-1230,-2277,-10188
827,-2769,16829,-124,-2374,-10973
-1667,-2144,16565,763,-2370,-10247
-4938,-1387,17175,1480,-2697,-9306
-6342,-1992,16310,1186,-3116,-8809
-7109,-2159,18758,1243,-4042,-7652
-7866,-1572,22857,932,-4029,-6051
-8473,-2003,25085,-629,-2056,-4655
-10317,-2227,23868,-2446,318,-2831
-11991,-2574,23757,-2299,1533,-929
-11412,-3191,23458,-1711,1863,802
-9635,-2434,23592,-725,1544,2832
-6951,-874,23868,-655,1441,4406
-3983,-188,22112,-1227,1982,5178
-2365,1001,20120,-1300,2012,5727
-222,759,20235,-793,1619,4996
1452,-704,20355,326,2339,4028
1872,-2455,17397,1560,3806,4124
1901,-1577,17081,2614,3788,5175
2408,-1322,14775,1732,3340,5224
2496,-1293,13524,1574,2790,4964
1407,-739,13436,690,1683,4464
1877,-1698,12445,-983,576,2799
2489,-3087,12141,-461,-82,1612
1293,-3865,12040,1467,-308,1397
2044,-4375,11637,1203,-1525,1569
3053,-2698,12314,251,-2661,2663
2961,-576,14681,720,-2310,3109
2635,-793,14098,688,-690,2206
2048,-841,13973,584,-58,1687
2085,-809,15672,1396,256,1419
1312,185,14928,693,811,1182
85,-149,13965,515,986,397
-537,-618,13932,779,210,-126
-800,-318,15930,572,-866,-132
62,-866,17467,906,-648,-202
487,-269,17769,-54,-5,42
86,359,15940,-965,423,-145
-224,-185,15941,213,-120,-782
-32,-970,16829,584,-803,-1169
356,-1397,18171,262,-724,-813
-356,-467,17211,-317,-115,-224
-548,-629,16798,-454,-30,-337
-740,-756,17120,-512,-260,-526
-608,-790,16484,-541,-356,-652
-1013,-978,16945,-139,-611,-656
-603,-1471,18436,391,-718,-576
-839,-870,17513,27,-216,-208
-1107,-770,16371,-383,34,-260
-1075,-1044,16392,-7,-284,-280
-975,-1145,16765,413,-506,-37
-260,-861,17170,268,-670,284
-149,-33,17461,181,-677,373
-63,-416,17217,156,-396,-105

---END DUMP---
Transfer rate: 7.72 KB/s Data written: 17.23 KB Transfer rate: 0 Bytes/s Data written: 17.23 KB Transfer rate: 0 Bytes/s Data written: 17.23 KB Transfer rate: 0 Bytes/s Data written: 17.23 KB Transfer rate: 0 Bytes/s Data written: 17.23 KB Transfer rate: 0 Bytes/s Data written: 17.23 KB Moving
Transfer rate: 20 Bytes/s Data written: 17.24 KB Transfer rate: 0 Bytes/s Data written: 17.24 KB Transfer rate: 0 Bytes/s Data written: 17.24 KB Still
Will get ready
Transfer rate: 53 Bytes/s Data written: 17.26 KB Moving
Will start to capture
Transfer rate: 69 Bytes/s Data written: 17.30 KB Transfer rate: 0 Bytes/s Data written: 17.30 KB Transfer rate: 0 Bytes/s Data written: 17.30 KB Transfer rate: 0 Bytes/s Data written: 17.30 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
-7380,3622,24383,-1829,744,3753
-7769,2155,23837,-525,1679,3855
-8057,1127,23530,1213,1525,4732
-7561,-773,20933,2608,1188,5549
-5848,-2590,17586,3943,333,6237
-3049,-3089,16404,5474,-1450,7268
1138,-2963,14499,6888,-1689,8158
3776,-619,11558,6588,-1472,9158
5939,657,9982,5063,-1722,8881
8226,1093,9555,3864,-1499,8083
10701,2220,9619,3233,-879,7323
12862,2393,12313,3219,86,5801
15092,1704,12470,2031,1267,3382
15290,2154,14016,788,1376,1083
14287,1616,14944,533,1498,-1716
12718,1056,15584,684,1695,-4198
10981,1621,16104,223,1500,-6063
8929,2084,16743,-493,1634,-7818
5783,1736,17854,-1151,2196,-9281
1521,720,16981,-1546,3300,-10622
-2447,-1022,15095,-1399,3377,-11877
-6499,-1763,15296,-215,1940,-12099
-8887,-2665,15682,613,319,-11556
-10498,-2057,15097,496,-654,-9940
-11779,-1267,13297,10,-1158,-8258
-12415,-1194,11566,-192,-1684,-6662
-12478,-1349,10405,-287,-2172,-4759
-12738,-736,11259,-612,-2678,-2379
-12000,-532,12054,-1443,-2678,-441
-11130,-1022,11705,-1970,-2155,876
-9725,-1602,12570,-2466,-2103,2053
-8091,-2114,13052,-2718,-1511,3440
-7101,-1936,13726,-2810,-396,5274
-6625,-1796,13206,-3804,656,6787
-6083,-2027,12266,-4334,1228,7794
-3743,-2489,12778,-4018,591,8650
1135,-1362,15367,-3885,-942,9299
4074,1663,18070,-3861,-1565,9314
5530,2067,18701,-4311,-1741,7526
6966,1062,18882,-4027,-2297,5339
10179,882,22454,-2908,-2961,4358
12223,3744,24983,-3305,-2356,4165
13129,4998,23873,-3756,-374,2087
12656,4213,21904,-2812,328,-1040
11410,2710,21596,-1472,-425,-4078
10446,-267,22350,-457,-656,-6368
8284,-1488,21355,-633,392,-7015
6223,-2185,16961,-1093,1660,-7454
4181,-1495,14443,-509,473,-7663
2663,-734,15698,529,-1975,-8189
1573,-1334,17454,1133,-2750,-9084
-11,-2991,15382,1113,-2021,-9386
-2078,-3421,16369,1888,-1964,-8774
-3860,-2404,18025,1871,-2659,-7734
-5774,-2223,18313,1188,-2833,-7031
-7069,-2458,18845,1979,-2747,-6177
-7815,-1877,20551,2464,-2877,-4924
-7559,-1247,21555,1056,-2240,-3804
-7269,-96,20722,-683,-1261,-2445
-6947,906,21929,-690,-625,-1347
-7264,1366,23515,-885,-42,-547
-7816,678,23332,-1332,992,331
-7315,185,23015,-1226,1428,1624
-5696,660,24955,-630,1105,2862
-4006,1111,25543,-385,1324,3549
-3474,737,24043,375,2329,3799
-1709,-767,23280,2158,2780,3884
463,-1107,21678,3156,2984,4151
562,-965,18558,3377,3080,4229
932,-1988,15309,4419,2299,3883
1736,-2162,14688,6153,794,4260
2832,-925,13587,6421,122,4657
3753,24,11538,4245,-7,3954
3700,-312,9980,2127,-13,2727
3437,-1534,8851,2193,37,2055
1889,-1460,10075,3138,-445,2585
1857,-1142,10329,2525,-401,2822
1715,-308,9797,1072,-348,2650
1505,361,10486,-671,-943,2079
825,706,11638,-1721,-1273,1407
1144,545,14592,-1976,-1456,772
1480,875,16821,-2400,-871,651
999,1204,16774,-2463,365,620
616,1607,16069,-2538,384,295
1035,1113,16929,-1659,-311,-478
994,919,18177,-831,-479,-997
387,375,19078,-834,-23,-1162
-293,-168,18032,-1297,817,-1040
-989,124,17019,-1655,1160,-578
-684,-108,16407,-1311,1032,-501
-712,571,16779,-659,342,-457
-688,69,17475,67,-132,-848
-1084,-165,17579,242,-180,-879
-711,-533,17568,412,89,-639
-555,93,17058,290,150,-204
-328,886,16282,131,-260,-51
-392,831,16973,552,-692,-144
-478,466,17525,803,-606,-149
-579,401,17180,338,-243,8
-580,315,17016,239,-47,155
-428,592,16852,421,-178,278
-250,493,17504,502,-339,158
-140,525,17638,268,-97,21
-523,587,16322,-79,252,-130
-691,444,16358,-60,-112,-224
-570,162,17177,-50,-280,-214
-750,433,16339,-511,-21,-50
-664,288,16502,-217,-231,-6

---END DUMP---
Transfer rate: 7.52 KB/s Data written: 21.07 KB Transfer rate: 0 Bytes/s Data written: 21.07 KB Transfer rate: 0 Bytes/s Data written: 21.07 KB Transfer rate: 0 Bytes/s Data written: 21.07 KB Transfer rate: 0 Bytes/s Data written: 21.07 KB Transfer rate: 0 Bytes/s Data written: 21.07 KB Will get ready
Transfer rate: 36 Bytes/s Data written: 21.09 KB Moving
Will start to capture
Transfer rate: 70 Bytes/s Data written: 21.12 KB Transfer rate: 0 Bytes/s Data written: 21.12 KB Transfer rate: 0 Bytes/s Data written: 21.12 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
-4255,1408,22942,-419,-646,1467
-5652,1753,23569,-717,140,2109
-6268,417,23593,200,510,2336
-6473,-1155,23844,2074,2Transfer rate: 464 Bytes/s Data written: 21.35 KB 54,2889
-6403,-2070,23087,4263,-74,4023
-4945,-2618,21348,6038,-445,5438
-3704,-1884,19538,6816,-893,6852
-2179,-1166,17595,7187,-1283,7601
-1159,-84,16768,6989,-1601,7826
514,-1047,14725,6780,-890,7375
2529,-882,12778,6145,-434,7598
4762,261,10856,4644,-609,7982
7504,1137,10198,3687,-998,7615
10924,2037,12374,3594,-1509,6515
13580,2194,14467,2866,-1319,4595
15280,1530,14207,2131,-692,2191
15158,1945,14182,2505,-853,238
15007,2439,14480,3172,-802,-1816
13986,3530,14433,2762,-223,-3987
11450,3225,14395,1584,693,-6208
6845,3424,13737,238,1768,-8095
2743,1790,11831,-743,1884,-10516
-1585,-324,13343,-623,266,-12133
-4006,-1895,16473,-576,-895,-12383
-6335,-2416,17381,-896,48,-11170
-9247,-1590,14685,-1568,661,-9456
-11098,-687,13923,-1240,-437,-8042
-12556,-727,13805,-966,-1445,-6846
-13578,-981,12927,-991,-2064,-5365
-13045,-1087,13069,-698,-2570,-3476
-12192,-1005,12744,-572,-2338,-1219
-10913,-632,12253,-634,-1951,953
-9747,116,12204,-958,-1808,2881
-9493,269,12336,-2012,-1438,4057
-8757,-1354,11806,-2843,-834,4657
-7235,-1912,11981,-2832,-835,5928
-4866,-2584,13564,-2425,-895,7454
-2824,-2192,13748,-3287,88,8872
-489,-2151,12310,-4564,1069,9776
2639,-1074,12539,-5107,207,10548
5814,279,14272,-5004,-1918,10259
10345,1659,17859,-4408,-3790,8747
14701,3168,21058,-4665,-4217,7450
16000,4488,21978,-5444,-2834,6066
15443,3598,22279,-5043,-1107,4117
13938,1849,21992,-3961,160,2238
12566,930,21952,-2970,576,581
12205,679,22335,-1828,773,-1107
12198,511,21782,-1445,820,-3056
11102,-115,20247,-7,772,-5299
9726,-651,20275,2012,-296,-7330
7816,-443,19573,2616,-810,-8839
5971,-1733,17861,1697,-295,-10309
2725,-2240,16780,764,-405,-10931
403,-3231,17088,637,-1468,-11580
-2206,-3855,17600,885,-2245,-11608
-5221,-3555,17956,457,-2786,-10633
-6954,-3913,18812,355,-2560,-9526
-7830,-3007,18804,-718,-2327,-7749
-7954,-1458,19437,-2211,-2395,-6087
-8269,-726,18820,-1946,-1982,-5216
-7884,-1677,17528,-1172,-1699,-4531
-7706,-326,18535,-1330,-1822,-2594
-7225,1280,18881,-2283,-1461,-852
-6598,1983,20995,-2491,-800,219
-6628,2163,22121,-2168,232,1181
-6925,1991,23458,-1493,1104,2163
-5866,1439,25016,-1250,1638,3229
-4467,938,26790,-732,2011,4274
-3247,20,27136,329,2391,4716
-1708,-2128,25116,1944,3225,4809
-232,-2709,22102,3183,4032,5253
1002,-2785,17655,4142,3992,5577
2076,-2125,15081,4245,2117,5659
4054,-1559,15458,3883,55,4827
5639,-2276,13957,3100,189,3520
6189,-2911,9699,1986,1220,3025
5918,-2185,9563,2884,1204,3429
5515,-1038,8711,2603,799,3503
4872,-501,8784,1104,446,2673
3725,-694,10255,1103,455,1571
2428,-941,10135,1647,729,885
1884,-572,11575,1450,48,786
2660,-636,14411,768,-718,936
2300,1317,16065,-244,-184,1326
1754,1576,16991,-1038,788,517
1063,876,16745,-601,994,-634
679,-43,17879,-41,204,-1452
232,-595,19237,213,-96,-1592
-432,-675,18161,-63,704,-1269
-537,-188,16421,-130,849,-819
-322,341,16565,-60,196,-638
-212,548,17231,21,-17,-691
-464,432,16964,135,78,-864
-697,-208,16657,68,-15,-942
-633,-337,16684,234,-15,-556
-361,146,16528,218,1,-71
-131,1135,16027,-112,-130,154
-254,1018,16920,-7,-330,-288
-56,194,17099,295,-369,-678
-111,216,17112,378,-383,-440
-329,664,17665,395,-368,-235
-381,158,17171,229,-83,-303
-628,477,16245,5,-130,-159
-368,175,17385,73,-450,-239
-346,276,17320,64,-395,-141
-397,389,16914,176,-276,-12
-362,539,17208,279,-354,-54
-290,647,16935,195,-361,-113
-313,543,17042,440,-364,-209

---END DUMP---
Transfer rate: 7.20 KB/s Data written: 24.96 KB Transfer rate: 0 Bytes/s Data written: 24.96 KB Transfer rate: 0 Bytes/s Data written: 24.96 KB Transfer rate: 0 Bytes/s Data written: 24.96 KB Transfer rate: 0 Bytes/s Data written: 24.96 KB Moving
Transfer rate: 19 Bytes/s Data written: 24.97 KB Transfer rate: 0 Bytes/s Data written: 24.97 KB Still
Will get ready
Transfer rate: 53 Bytes/s Data written: 24.99 KB Moving
Will start to capture
Transfer rate: 69 Bytes/s Data written: 25.03 KB Transfer rate: 0 Bytes/s Data written: 25.03 KB Transfer rate: 0 Bytes/s Data written: 25.03 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
-6840,2435,23771,-4738,57,933
-9249,3317,25927,-5694,-791,1660
-10420,1918,26560,-5523,-1069,1832
-9629,-1172,26163,-3006,-842,2188
-9328,-2817,26609,452,-1175,3695
-7272,-4605,24221,2498,-1635,5239
-4404,-4319,20150,4024,-2494,7078
-895,-3409,18179,6278,-3602,8264
2894,-3397,15468,7423,-3701,8483
5804,-2489,9969,7340,-2769,9198
7690,-404,6808,7282,-2388,10212
9993,1677,6437,5883,-3002,9953
11479,1764,7839,4253,-2964,8710
11998,497,8213,3278,-1944,7196
14590,-844,9665,3564,-1526,5828
17326,333,12959,3538,-1904,4858
18963,1563,16355,3015,-1205,2995
18026,2158,16523,2091,1750,645
16742,2147,13207,446,4490,-2091
14861,2730,11775,57,4801,-4603
11709,3136,12476,1027,3863,-7305
6667,3079,12750,1050,3394,-10200
1636,730,13661,736,3200,-13208
-2256,-2343,14893,573,3513,-14745
-5855,-3431,14472,-780,3764,-13762
-10054,-1888,14052,-1419,2970,-11454
-12161,-1055,13394,-530,940,-10219
-12041,-1477,14988,569,-1263,-9362
-12404,-860,17621,-78,-1905,-7691
-13159,-1102,16014,-1603,-903,-6238
-13801,-1189,13798,-1569,-770,-4255
-13149,-1154,14466,-494,-1394,-2151
-11663,-1243,14326,-514,-979,-269
-10348,-846,12659,-870,-358,1591
-9331,-815,10508,-1242,-250,2958
-9881,-1303,8331,-2547,-667,4090
-11346,-2104,6749,-3096,-1249,5508
-10255,-5457,6374,-2444,-2276,7044
-5154,-7374,12511,-2034,-3759,10574
1422,-4371,18689,-5398,-3748,14663
8948,-298,21165,-8473,-2303,15719
14346,3509,22458,-7525,-679,14472
16737,5176,22963,-5463,137,11221
18855,4640,24566,-4110,-212,7090
19295,5020,26072,-3266,-433,4163
17714,5664,25355,-1767,840,1491
16071,4189,21201,-467,2815,-1910
14047,2087,17538,607,3413,-4697
11279,927,17573,824,2606,-6490
9084,-789,16160,-522,2168,-8281
6946,-1650,13100,-1528,1465,-9358
4980,-1150,12873,-1436,-422,-10460
3777,-3048,13680,-775,-2446,-11689
-48,-3525,17112,484,-3658,-11462
-2483,-4241,17713,-2328,-4142,-11600
-4290,-4582,17108,-5095,-4146,-11299
-6058,-3590,18015,-5444,-4452,-9994
-7735,-4152,19355,-4346,-4217,-8745
-8989,-5272,20761,-3061,-3985,-7281
-9131,-3856,23001,-2585,-4562,-5004
-9015,-1623,24972,-2915,-4366,-3222
-9183,-1843,24658,-2806,-2192,-2329
-9681,-2037,24489,-2631,-525,-696
-9741,-773,25634,-2136,368,1748
-8702,-182,27408,-1056,1927,3617
-7201,-334,27840,-560,3550,4709
-6108,-1392,26440,-369,4561,5193
-4328,-3113,24622,968,4597,5565
-1603,-3826,22036,2080,4123,6154
1851,-3728,19831,2498,3544,6752
3807,-3098,16617,3199,3143,7105
4375,-2760,13358,4889,2916,6818
4743,-2387,10232,5472,1485,6089
6234,-2404,10067,5793,-422,4712
6357,-2592,11050,5693,-1284,3511
6118,-3230,11225,5823,-550,2851
5039,-2265,9677,4575,448,3107
3674,-1306,8796,2909,606,2932
2884,-679,9762,2369,-120,2417
2541,-498,13204,2307,-761,1748
2325,-520,15005,722,-477,979
1666,636,15365,-1191,-281,529
1142,406,16236,-556,-235,-342
1428,-630,17955,737,34,-903
1031,-176,17419,58,456,-762
596,-39,16815,-617,437,-916
154,-66,17263,-460,63,-1135
-40,-567,16903,-341,294,-1331
-209,-647,16520,-139,557,-1081
-254,-99,16259,312,578,-670
-716,499,16053,191,283,-566
-752,113,16268,131,-328,-821
-521,-207,17594,143,-635,-849
-513,-244,17911,53,-133,-687
-765,-331,17097,10,395,-450
-1200,90,16624,342,316,-150
-963,-15,16658,402,-74,-165
-910,-19,17083,300,-382,-186
-420,-511,17485,419,-515,-182
-263,147,17003,270,-350,118
-193,328,16806,108,-255,57
-70,316,17452,119,-354,-137
-254,-32,16941,152,-45,-309
-346,-353,16193,112,-23,-333
-462,-250,16427,378,-475,-118
-343,-80,17509,320,-673,20

---END DUMP---
Transfer rate: 7.52 KB/s Data written: 28.79 KB Transfer rate: 0 Bytes/s Data written: 28.79 KB Transfer rate: 0 Bytes/s Data written: 28.79 KB Transfer rate: 0 Bytes/s Data written: 28.79 KB Transfer rate: 0 Bytes/s Data written: 28.79 KB Transfer rate: 0 Bytes/s Data written: 28.79 KB Will get ready
Transfer rate: 35 Bytes/s Data written: 28.81 KB Moving
Will start to capture
Transfer rate: 69 Bytes/s Data written: 28.84 KB Transfer rate: 0 Bytes/s Data written: 28.84 KB Transfer rate: 0 Bytes/s Data written: 28.84 KB Transfer rate: 0 Bytes/s Data written: 28.84 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
-6905,2814,23451,-681,-205,1014
-8426,1509,25030,164,307,1510
-9384,110,24130,593,999,2603
-9219,-1446,22687,1978,904,3914
-8255,-1246,21388,3351,-185,5550
-5648,-1811,20963,4226,-887,6680
-2757,-1974,18194,3422,-472,7743
452,-1701,12098,2751,186,8726
3650,-830,11756,4326,-503,9616
7831,663,12404,4528,-904,9785
10908,819,11743,3833,321,9082
12663,-450,11365,3124,1706,7959
13114,-186,11768,1263,1723,6809
12589,15,11642,406,1084,4694
12841,-1424,12220,1447,-135,1587
13855,-868,13761,2151,-1884,-601
14229,1272,17074,2216,-2644,-2354
13057,1753,17528,1674,-693,-4563
10477,3103,15048,309,1347,-6220
7514,3375,14378,-506,1551,-8378
4402,797,14830,31,1500,-11023
394,-551,14824,529,1244,-12162
-2078,-984,14693,-436,384,-12540
-5133,-398,16967,-1195,-307,-12057
-7922,-1058,16397,-2397,247,-11619
-9968,-2177,14763,-2688,437,-10910
-11721,-3155,13478,-2143,-735,-9689
-12839,-3030,14253,-1698,-2174,-7797
-13765,-1830,14827,-1576,-2480,-5228
-13941,-1891,14783,-847,-1498,-3198
-13754,-2034,13782,-1052,-689,-1285
-13217,-2518,12775,-1377,-572,608
-12137,-2845,12394,-985,-957,2623
-10565,-2806,12889,-655,-1512,4805
-9365,-3448,14346,-1175,-1129,6856
-8797,-3568,13240,-2724,194,8997
-7953,-4363,11110,-3472,583,10578
-3690,-5108,14031,-2448,-591,12001
1632,-3263,16430,-1297,-1352,13995
5543,-1501,17940,-1299,-1016,14856
8485,369,18523,-3904,-472,13891
11129,799,18322,-4767,-307,11327
14014,584,20335,-3356,-943,9149
15102,2612,21872,-4695,-368,7889
16286,3188,19160,-7201,1480,5853
16253,4307,16908,-6699,1572,4125
15210,5013,17994,-4329,-192,1443
13908,3152,19821,-1252,-1354,-2334
11749,938,20256,-280,-1407,-5314
10306,-944,19954,-1413,-1007,-7539
8651,-1897,19138,-2037,-412,-9121
7299,-1945,18355,-1724,-164,-10640
5993,-2638,17008,-1074,-310,-12465
4060,-4159,16408,-239,-840,-13729
1140,-4581,16080,-161,-1683,-13730
-2773,-4515,17149,-489,-2372,-13668
-4847,-5176,18151,-1955,-2586,-14125
-6194,-6614,18032,-2680,-1823,-13364
-7904,-6810,18505,-3152,-1359,-11425
-9431,-6255,19310,-3144,-1541,-8993
-9603,-5755,21308,-1725,-1600,-6506
-8800,-4875,23511,-1145,-1128,-4504
-8312,-4106,22932,-1184,25,-2876
-8802,-2575,22451,-1056,720,-1157
-9112,-2171,22064,-842,1122,126
-9161,-2043,22233,-667,1158,1514
-8522,-1791,23436,-270,1003,3164
-7619,-2249,23572,-100,1176,4458
-6266,-2012,22812,436,999,5553
-4558,-2236,21647,2144,989,6368
-2106,-2574,20941,3233,1119,6855
805,-2231,19624,2464,981,7103
2730,-2270,16509,2010,960,6755
3837,-2714,14294,3090,700,6279
4471,-2634,12568,4050,35,5834
5516,-2306,12158,4993,-792,4954
6480,-2541,11627,4794,-1150,3599
7329,-3004,11170,5334,-613,2571
6815,-2312,11623,4773,-124,2362
5514,-1668,10783,2734,252,1728
4440,-2235,11933,3010,105,857
3509,-2523,13542,3161,156,616
2008,-735,14211,1468,275,911
818,36,14639,401,161,411
420,-161,14839,102,-322,-395
516,-844,16955,551,-643,-750
547,-876,17451,798,11,-584
502,-530,16828,893,551,-409
303,6,16665,852,393,-549
-60,-772,17499,730,260,-1017
-327,-934,16723,13,281,-921
-146,-649,16658,-309,113,-500
86,-19,16567,-151,180,-365
121,60,16843,22,194,-596
-323,-339,17024,338,213,-799
-691,-749,17487,391,277,-633
-713,-953,17612,-236,587,-112
-1033,-36,16333,-672,1035,514
-685,306,15649,-263,671,396
-639,352,16297,341,-268,-76
-288,-509,17779,953,-596,-436
-478,-345,17444,262,-201,-109
-441,39,16451,-57,44,137
27,176,16313,230,-263,32
261,46,17215,589,-581,-152
-57,-246,17155,689,-342,-211
-486,-364,16661,504,-252,-180
-721,-363,16992,270,-362,-99
-783,-623,16906,78,-109,-22
-762,-454,16563,-101,-142,180
-492,-133,17516,-86,-438,299
-213,-399,17190,-94,-223,234

---END DUMP---
Transfer rate: 7.86 KB/s Data written: 32.78 KB Transfer rate: 0 Bytes/s Data written: 32.78 KB Transfer rate: 0 Bytes/s Data written: 32.78 KB Transfer rate: 0 Bytes/s Data written: 32.78 KB Transfer rate: 0 Bytes/s Data written: 32.78 KB Transfer rate: 0 Bytes/s Data written: 32.78 KB Will get ready
Transfer rate: 35 Bytes/s Data written: 32.79 KB Moving
Will start to capture
