SEGGER J-Link RTT Logger
Compiled Sep 27 2022 16:03:22
(c) 2016-2017 SEGGER Microcontroller GmbH, www.segger.com
         Solutions for real time microcontroller applications

Default logfile path: /Users/rbaron/Library/Application Support/SEGGER

------------------------------------------------------------ 

Device name. Default: NRF52 Target interface. Interface speed [kHz]. Default: 4000 kHz RTT Control Block address. Default: auto-detection RTT Channel name or index. Default: channel 1 Output file. Default: RTT_<ChannelName>_<Time>.log 
------------------------------------------------------------ 
Connected to:
  J-Link EDU Mini V1 compiled Mar 28 2023 17:01:59
  S/N: 801036382

Searching for RTT Control Block...OK.
3 up-channels found:
0: Terminal
1: 
2: 
Selected RTT Channel description: 
  Index: 0
  Name:  Terminal
  Size:  1024 bytes.

Output file: /dev/stdout

Getting RTT data from target. Press any key to quit.
------------------------------------------------------------ 

*** Booting Zephyr OS build v3.2.99-ncs2 ***
Initializing
I: LittleFS version 2.5, disk version 2.0
I: FS at flash-controller@4001e000:0x7a000 is 6 0x1000-byte blocks with 512 cycle
I: sizes: rd 16 ; pr 16 ; ca 64 ; la 32
I: /lfs mounted
Reading from to /lfs/0
E: file open error (-2)
E: Error -2:  in /Users/rbaron/dev/electronics/spellcaster/code/sclib/src/signal_store.c:42
I: no signal on slot 0
Reading from to /lfs/1
E: file open error (-2)
E: Error -2:  in /Users/rbaron/dev/electronics/spellcaster/code/sclib/src/signal_store.c:42
I: no signal on slot 1
Reading from to /lfs/2
E: file open error (-2)
E: Error -2:  in /Users/rbaron/dev/electronics/spellcaster/code/sclib/src/signal_store.c:42
I: no signal on slot 2
Reading from to /lfs/3
E: file open error (-2)
E: Error -2:  in /Users/rbaron/dev/electronics/spellcaster/code/sclib/src/signal_store.c:42
I: no signal on slot 3
Reading from to /lfs/4
E: file open error (-2)
E: Error -2:  in /Users/rbaron/dev/electronics/spellcaster/code/sclib/srTransfer rate: 1.98 KB/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Still
Will get ready
Transfer rate: 53 Bytes/s Data written: 1.02 KB Moving
Will start to capture
Transfer rate: 70 Bytes/s Data written: 1.05 KB Transfer rate: 0 Bytes/s Data written: 1.05 KB Transfer rate: 0 Bytes/s Data written: 1.05 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
Transfer rate: 70 Bytes/s Data written: 10.75 KB Transfer rate: 0 Bytes/s Data written: 10.75 KB Transfer rate: 0 Bytes/s Data written: 10.75 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
-6661,-5955,20613,1893,-2156,7081
-7895,-10027,20701,-41,-2463,14899
-9225,-7775,15078,-1967,-3556,25802
-3085,-7384,14407,1776,-4429,31716
2246,-5424,15912,6110,-3190,32763
3340,-2645,14373,8633,-335,32764
4690,-1537,14029,10012,294,32764
6520,640,14652,9673,-714,32565
8255,1824,15821,6272,-1143,30560
7660,4335,13746,420,-2976,27350
8714,5267,15017,-868,-5230,21650
10436,4571,17567,442,-5209,14762
10372,3159,18090,402,-3184,8905
9529,2057,16717,471,-429,4168
9038,1854,14935,1367,681,-45
10490,2105,16036,2353,-210,-4684
10785,2011,16112,1168,-989,-9448
11931,2199,17001,135,-914,-14445
13757,2063,18236,-504,400,-20029
15927,3857,17341,-2460,2253,-26403
14920,3372,12684,-4093,2172,-32055
13441,-2531,10942,-1530,-647,-32764
13616,-7987,15268,-1163,-6469,-32764
13824,-6877,15959,-7595,-11431,-32764
13555,-7869,16375,-9758,-10591,-32764
6973,-14001,20613,-6357,-3516,-32764
1121,-13995,20291,-7921,43,-32764
-9533,-13472,16359,-3525,384,-32764
-13621,-10783,15733,2918,-4083,-32496
-6489,-3838,21033,3863,-9336,-28866
-2426,-260,18395,382,-6631,-25269
-2592,-1287,15370,-3117,-4528,-24774
-8275,-3578,18707,-3803,-5032,-22110
-9093,-3095,20362,-4413,-3185,-15243
-2505,-21,18645,-3676,588,-7720
2344,4339,15493,-3484,1312,-5477
-15,2116,16838,-2023,-72,-9017
-5687,-1318,19273,-1010,-199,-8860
-5721,-327,17643,-1962,742,-3131
-4011,1724,15091,-1705,1866,961
-4627,-70,17178,-383,1059,1053
-6465,-2443,19849,-436,280,2407
-7683,-4286,19805,-902,1039,6485
-8760,-6628,19391,-238,2514,12597
-11258,-9679,17948,-1500,3098,20912
-11695,-10483,13388,-1931,1551,30251
-3892,-11096,12588,2072,-1187,32753
5026,-7963,13274,4605,-2450,32764
15857,-3415,20305,7042,1060,32764
22346,6928,16727,3563,7797,32376
18670,6781,16265,-999,9579,25843
10460,4513,15000,-3275,3080,15662
8895,1403,19107,852,-1954,8917
6785,1848,19180,2254,-935,7491
4273,1392,16643,2106,2743,6480
3033,2040,15628,1123,3134,5992
2551,2668,16485,788,2678,4551
1080,2080,16000,-788,2961,2831
-510,1536,14989,-1787,2143,1766
-199,540,16995,-451,-318,819
616,693,19027,795,-1622,978
1196,1379,18421,953,-378,1403
1871,2258,17094,406,668,1055
1246,2035,17118,310,1002,117
101,1006,16972,255,943,-531
-158,829,16982,79,479,-140
393,1255,16611,-122,201,367
151,1368,16419,321,272,206
374,1374,16869,328,-125,-149
267,1156,17329,350,370,-428
-506,987,16603,-383,1093,-242
-253,1074,15783,-1209,887,109
-587,1214,16438,95,602,100
-231,1323,16753,344,-213,-178
-155,1044,17513,-234,-671,-420
-77,1083,16339,-980,-340,-390
-612,864,16892,44,285,-339
-576,935,16932,98,196,-128
-52,785,17416,-517,137,179
-245,1300,16706,-923,509,429
-389,1165,16701,-757,592,186
-347,842,16692,-985,175,-13
-391,740,16948,-377,-93,-85
-160,796,17157,-65,-206,-2
-102,844,16870,-253,-174,90
-554,1057,16337,97,-153,2
-328,924,16983,292,-668,-224
-138,751,17360,7,-740,-192
-140,731,17170,-224,-467,1

---END DUMP---
Transfer rate: 6.28 KB/s Data written: 13.90 KB Transfer rate: 0 Bytes/s Data written: 13.90 KB Transfer rate: 0 Bytes/s Data written: 13.90 KB Transfer rate: 0 Bytes/s Data written: 13.90 KB Transfer rate: 0 Bytes/s Data written: 13.90 KB Will get ready
Transfer rate: 35 Bytes/s Data written: 13.92 KB Moving
Will start to capture
Transfer rate: 70 Bytes/s Data written: 13.96 KB Transfer rate: 0 Bytes/s Data written: 13.96 KB Transfer rate: 0 Bytes/s Data written: 13.96 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
-7132,-5359,20870,1900,-2099,9113
-7967,-7591,19513,1399,-1668,15759
-8881,-7305,16384,1396,-1755,24049
-5210,-7810,14461,2521,-2124,30594
-1722,-6305,13000,2922,-2546,32748
1193,-3332,12756,4125,-2003,32764
4885,-119,12617,6894,-195,32764
10543,3935,13452,7745,-439,32277
12433,5000,14445,5490,-2066,26963
12154,1785,17040,1221,-3257,20009
9714,-88,16146,-4069,-3291,16410
8230,-757,16211,-4506,-1629,13483
8665,-294,17266,-2054,312,10267
8873,907,16225,-469,1344,6653
8458,1081,15531,1620,962,1756
8852,201,17179,2477,0,-3172
8944,-355,17647,1088,-452,-7096
9895,-160,19010,279,-104,-10810
11859,1835,18863,-430,749,-14996
14886,4070,18200,-166,761,-21788
14028,619,17118,2089,614,-30423
10414,-5565,17154,4965,864,-32764
10593,-3086,16711,3980,-986,-32764
9437,-791,13212,3939,-5008,-32764
7663,-5658,18013,6714,-8505,-32764
853,-7091,17861,4704,-8297,-32764
-2891,-6728,17104,3385,-7042,-32764
-3240,-1747,14341,5910,-7691,-32764
-2678,-396,13145,9553,-10437,-32764
491,-2624,18416,7366,-14792,-32764
-838,-2457,23705,-660,-13654,-31341
-6355,-2293,15928,-8675,-5636,-26057
-6244,147,14190,-10590,-3946,-20111
-1332,1451,19082,-8147,-5805,-17977
-5196,-764,19488,-5936,-4837,-17854
-9629,-1744,20169,-3593,-3678,-14379
-7577,-320,19017,-1519,-1816,-8856
-4005,2448,17004,-926,-998,-5255
-5495,1881,17017,-617,-1197,-5050
-7630,302,18220,-912,-1292,-3953
-8235,-886,18717,-812,-206,-376
-8626,-1270,17269,-1102,1295,4638
-7163,-1383,16394,-921,1497,9275
-5107,-1931,16961,310,1101,12457
-4587,-4373,19142,-15,1054,15715
-6283,-6331,18738,-3678,2232,22911
-6935,-6185,13434,-4844,3996,31187
-1352,-5540,11892,311,3822,32764
10137,-3462,18853,5259,5087,32764
14037,953,15667,4213,11911,32764
12787,4106,12036,-1466,13681,32443
15489,5834,18456,-7089,6058,26981
12254,6748,23090,-7878,646,18238
7190,2627,21859,-6160,2108,10296
2240,677,17502,-4617,4340,7423
916,1333,15999,-2629,3547,7018
949,1647,16359,742,1856,5377
1711,2025,17103,1783,-654,3313
1514,1466,17656,1731,-1617,1522
526,733,17328,1099,-523,1073
262,1114,16335,171,493,1589
719,1700,15771,-580,500,1658
790,1782,16070,-477,-402,945
834,1346,17265,674,-1217,12
597,1161,17558,751,-1113,-149
596,1289,17000,113,-464,-13
337,1389,16640,-92,-249,-186
186,1330,16912,-29,-558,-535
203,1098,17094,-123,-399,-610
-351,1056,16745,-8,243,-416
-604,1171,16173,182,210,-323
-408,1163,16497,444,-619,-339
-195,1205,16915,198,-1162,-306
-427,1084,16648,-137,-947,-226
-441,850,16465,-347,-987,-37
29,1043,16331,-424,-1314,260
364,1202,16798,200,-1357,358
767,1394,17304,499,-1139,316
1334,1666,17853,30,-462,216
724,1609,16976,-723,661,-116
35,1032,16425,-743,887,-573
-143,1010,16798,-313,175,-571
-96,1000,17286,-26,57,-410
-332,1153,16863,-203,261,-170

---END DUMP---
Transfer rate: 5.99 KB/s Data written: 16.97 KB Transfer rate: 0 Bytes/s Data written: 16.97 KB Transfer rate: 0 Bytes/s Data written: 16.97 KB Transfer rate: 0 Bytes/s Data written: 16.97 KB Transfer rate: 0 Bytes/s Data written: 16.97 KB Transfer rate: 0 Bytes/s Data written: 16.97 KB Will get ready
Transfer rate: 36 Bytes/s Data written: 16.99 KB Moving
Will start to capture
Transfer rate: 69 Bytes/s Data written: 17.02 KB Transfer rate: 0 Bytes/s Data written: 17.02 KB Transfer rate: 0 Bytes/s Data written: 17.02 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
-7603,-6936,21872,4615,-3657,5316
-10525,-9769,20792,2767,-2883,13604
-11991,-11596,18398,1798,-2640,23904
-6265,-10108,18003,4141,-3323,31834
-588,-6468,16988,7131,-1534,32764
3982,-1641,15320,9652,1677,32764
7065,994,14152,11270,4127,32764
8262,2392,10928,7424,2512,32737
9475,3372,11939,4523,-954,30811
12120,3613,14652,1742,-2669,26528
12935,4487,16219,-843,-1977,22113
12234,3305,16171,-1808,-374,16049
11283,1429,16320,-377,872,9805
10204,94,16259,942,1937,4993
9261,-224,14584,1197,2459,1264
10262,1313,14277,1308,828,-2471
11372,1753,15121,1468,-1065,-7666
13555,3412,16567,997,-2147,-13643
14685,3106,17702,1270,-2022,-21264
15645,-593,19982,2041,-438,-29374
15932,-348,19076,-1782,-72,-32654
13615,-1638,12962,-3810,-1411,-32764
10186,-7248,11713,-260,-5519,-32764
8871,-8211,14842,430,-11751,-32764
9866,-6480,18065,-1297,-17055,-32764
9987,-6676,21294,556,-16164,-32764
1778,-8186,17655,1348,-10735,-32764
-5295,-11669,18050,-426,-10179,-32764
-2793,-4704,20092,-3838,-13371,-31245
-73,-619,18087,-4578,-12089,-28929
-7117,-75,19329,-3644,-6208,-30892
-10862,-8692,20910,-6197,-3754,-26884
-11386,-2516,20300,-9011,-3458,-14612
-4330,-531,19525,-5399,798,-8918
-3727,2011,16534,-5464,1418,-6246
-3683,1548,17010,-4405,-318,-6986
-4717,720,18253,-2694,-323,-6154
-4925,969,18032,-2267,1692,-2609
-4080,1248,17204,-3117,3400,1051
-3874,1219,16946,-3760,3543,3392
-5277,155,17314,-2794,2300,4453
-5612,-1446,19032,-791,609,6018
-6400,-3143,19929,-471,1047,9750
-8700,-4365,17574,-1588,2604,15675
-8210,-6957,18174,-69,3052,22623
-4055,-9444,20401,1206,4045,30188
1156,-7211,19281,-323,6684,32760
8692,-2296,15014,938,10794,32764
15325,2441,19072,2672,12916,32764
10504,7942,11272,-3588,10858,30622
7954,5808,13380,-3632,1859,20116
7654,1842,19034,-1536,-4136,11819
6536,581,20352,-1094,-2676,9854
4662,675,18785,-1369,1744,10098
2455,2117,15640,-1171,4072,9681
2118,3101,14446,-453,2272,6808
2056,2098,15835,-237,-574,2861
1178,369,16874,-619,-1332,665
303,-280,17624,-560,-269,943
-206,115,16848,-663,1205,1847
-156,621,16285,-356,1529,1987
340,1029,16535,-270,420,1582
596,1377,16619,-318,-398,882
866,1369,16705,-360,-928,-27
663,1322,17295,3,-939,-619
439,925,17118,202,-509,-787
546,781,17175,-23,-273,-797
103,579,16863,-35,-211,-894
217,528,17341,243,-695,-971
211,439,17618,74,-707,-832
-198,657,16659,-308,-303,-578
161,785,16689,-73,-417,-559
254,1242,16632,288,-401,-629
-55,1178,16374,318,-294,-925
-402,753,16690,35,-444,-1007
-326,655,17119,-517,-495,-655
-316,641,16974,-684,-90,-381
-260,597,17072,-538,46,-363
-404,443,17156,-264,218,-307
-492,676,16797,-147,108,-126
-384,991,16502,159,-297,-160
-66,1038,16852,349,-575,-330
223,818,17372,99,-427,-395
-189,794,16989,-209,61,-247

---END DUMP---
Transfer rate: 6.02 KB/s Data written: 20.03 KB Transfer rate: 0 Bytes/s Data written: 20.03 KB Transfer rate: 0 Bytes/s Data written: 20.03 KB Transfer rate: 0 Bytes/s Data written: 20.03 KB Transfer rate: 0 Bytes/s Data written: 20.03 KB Will get ready
Transfer rate: 35 Bytes/s Data written: 20.05 KB Moving
Will start to capture
Transfer rate: 69 Bytes/s Data written: 20.08 KB Transfer rate: 0 Bytes/s Data written: 20.08 KB Transfer rate: 0 Bytes/s Data written: 20.08 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
-4736,-3294,20420,782,-1673,4124
-4426,-4692,22255,-1879,-1865,10056
-8239,-5571,19245,-5169,-1033,17444
-9888,-5227,14967,-3781,-1456,23651
-6336,-5244,17261,2690,-2143,27612
-4746,-2234,15008,5288,-2103,30933
-2314,-1943,16566,5783,-2458,32029
-2475,-1047,12627,1618,-3871,32687
-515,-216,12811,4175,-4524,32210
5136,-447,14828,7457,-4047,31281
8931,2947,14039,6836,-3564,30001
13472,6179,14660,6982,-3307,24819
15946,6878,17692,5636,-4315,17046
15086,5507,18238,1746,-3026,9538
12459,2583,15946,-732,993,3394
10552,-97,14947,-1174,3059,-823
9541,47,14134,-1031,2082,-3141
9717,1545,14478,703,532,-5945
10706,2808,14535,2423,-428,-10341
11301,2496,15598,2630,-2014,-15995
13208,2154,19726,1915,-2768,-21431
15268,2582,20174,-561,-907,-26209
14377,3880,16799,-2588,942,-31070
10802,1171,12591,-265,840,-32761
7461,-5997,15533,4224,-1809,-32764
8333,-4869,15135,2515,-7403,-32764
8676,1428,15246,-163,-15048,-32764
5536,-4060,17072,2333,-17717,-32764
1859,-8344,21153,5865,-16063,-32764
2125,-5705,23333,4346,-13550,-32764
833,-1843,20697,1335,-10288,-32764
-3181,-4723,19458,-1505,-6815,-32537
-8631,-6626,20378,-5558,-6986,-28489
-10347,-4166,19562,-7332,-6124,-20729
-6478,-1006,17957,-5252,-2388,-13971
-5095,919,17661,-3665,-583,-10193
-5586,1575,15718,-2679,617,-8913
-6491,1254,16997,-1017,79,-7521
-5864,2211,16262,-1045,233,-4904
-4926,2911,16220,-2321,448,-2441
-5480,2586,15434,-3095,990,-621
-5881,1023,17321,-2486,887,1343
-6307,496,18120,-2768,1359,4840
-6124,914,16483,-3406,2158,8482
-5720,328,16180,-2624,2934,10770
-5776,-1472,17040,-2396,3249,13098
-6123,-2630,17627,-3304,3546,17110
-5945,-2604,16399,-3466,4113,21799
-2310,-3166,18018,-1556,5087,25657
-367,-2197,16845,-462,7654,29099
3494,-840,17087,426,9191,30071
10039,2762,19175,-1182,10033,29054
8191,6147,14322,-6061,9664,25601
5671,5061,14918,-7575,4959,18987
5057,2517,18167,-5166,582,13446
3953,1751,18030,-2957,-584,11487
3652,1879,17836,-1044,-151,10453
4111,2305,18121,-826,483,9390
2635,3413,16123,-1896,679,7879
2090,2573,16537,-1231,-408,4708
1273,2128,17492,-1431,-1380,2662
451,1413,16759,-1882,-1030,1569
-195,1076,16842,-1233,-618,1526
-63,1511,17610,-742,-655,1726
-271,1880,16818,-853,-723,1391
-79,1706,17258,-595,-1086,759
-241,1638,17384,-682,-853,545
-371,1635,16849,-1024,-551,492
-421,1489,16971,-992,-580,398
-469,1123,17061,-475,-561,194
-123,916,18148,-5,-589,214
-400,1144,17318,-178,-141,396
-843,1059,16710,257,272,238
-775,1199,17025,424,65,194
-550,1079,17233,118,65,260
-491,1025,16973,-368,290,470
-734,1159,17056,-460,503,776
-1151,889,16106,-303,630,797
-1012,1100,16351,-231,-175,915
-325,1332,16631,-56,-494,913
150,1412,17344,20,-171,776
-827,1634,16158,125,455,474
-807,1322,16440,528,13,-93
-824,1352,16360,673,-421,-413
-598,1130,17070,770,-434,-513
-606,1360,16950,98,-234,-195
-830,1277,16884,90,-108,-267

---END DUMP---
Transfer rate: 6.26 KB/s Data written: 23.22 KB Transfer rate: 0 Bytes/s Data written: 23.22 KB Transfer rate: 0 Bytes/s Data written: 23.22 KB Transfer rate: 0 Bytes/s Data written: 23.22 KB Transfer rate: 0 Bytes/s Data written: 23.22 KB Transfer rate: 0 Bytes/s Data written: 23.22 KB Moving
Transfer rate: 20 Bytes/s Data written: 23.23 KB Still
Will get ready
Transfer rate: 53 Bytes/s Data written: 23.25 KB Moving
Will start to capture
Transfer rate: 70 Bytes/s Data written: 23.29 KB Transfer rate: 0 Bytes/s Data written: 23.29 KB Transfer rate: 0 Bytes/s Data written: 23.29 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
-5935,-5092,20704,3485,-785,11173
-8009,-10522,20373,78,187,17793
-7691,-11698,17962,-3118,-1704,28090
-3640,-9133,13037,-226,-3699,32711
3359,-5836,13499,7345,-3889,32764
5212,570,13098,12560,-1325,32764
8629,3304,9062,14693,-422,32627
11266,4093,13554,16638,-1990,29745
14789,4560,15542,11351,-3236,24964
15641,6567,15374,3603,-3858,20852
14911,6625,14640,-932,-3311,14641
14197,5120,15220,-1489,-1824,6996
13405,3248,14988,-1449,-307,514
12035,1701,15853,-613,848,-4176
11098,1411,15949,-656,905,-7830
11604,2548,16475,-1043,161,-11341
13358,4374,16936,-1922,-725,-16023
13880,4753,17206,-2695,-680,-22672
12976,1790,17018,-2050,1398,-30265
11986,-1262,16761,-1372,2942,-32755
11326,-1729,16307,-2538,1335,-32764
12550,629,17314,-2432,-1737,-32764
7476,-2427,11311,-786,-4100,-32764
3803,-10736,16740,6472,-7050,-32764
-283,-7794,19160,6822,-13066,-32764
-1045,-6457,22031,7235,-14460,-32764
-3344,-2036,18648,2693,-11693,-32243
-3518,426,15997,-1351,-9077,-30175
-4774,188,15727,-1126,-7566,-29484
-7181,-1370,14307,-140,-8329,-28328
-7597,-2509,20840,1455,-11418,-24712
-4654,-2780,26861,1252,-8535,-18143
-5269,1901,18051,-1498,-1645,-11122
-6485,2247,13329,-840,-1341,-10747
-6029,1116,18113,960,-4696,-10624
-6483,1944,17949,-489,-3206,-6561
-7072,3410,13466,-2151,113,-2366
-5610,3298,14298,-1668,351,-87
-4200,3684,16584,-1975,-511,1549
-4638,2177,17717,-2457,283,2562
-5712,531,17900,-4435,1243,5459
-8200,487,17106,-6151,1284,10137
-8928,-1373,17323,-4252,2468,14149
-8424,-3695,18504,-2815,4028,19315
-5681,-5034,18783,-3783,5632,26293
-1161,-5347,18870,-4556,8127,31946
4321,-2176,19284,-5715,11262,32764
8245,2322,16764,-7229,13386,32764
6141,5646,11513,-7422,11725,32047
4344,4587,12441,-4592,4413,24981
5883,2182,18217,-554,-1607,16939
7041,1586,20444,1338,-2255,13190
8528,2134,21348,1704,484,11551
7038,3453,18875,-406,4410,10364
3624,3922,15209,-2341,5645,7858
1788,2084,14928,-1949,3979,4191
661,1761,14730,-2157,448,2509
749,1641,15909,-1231,-2386,1587
1617,1347,18348,-22,-2820,1040
1355,1997,18149,-657,-1369,1392
211,2386,15924,-1379,348,1400
214,1984,16634,-1440,19,872
302,2089,16933,-1739,-784,496
121,2272,17335,-767,-1098,-348
434,1178,18559,-361,-1105,-1273
-930,1022,17697,-1186,-753,-1009
-840,617,17562,-657,-427,-760
-835,1199,16746,123,-244,-306
-486,1341,16623,272,-281,-126
-378,1625,16498,-158,-587,-60
-219,1360,16670,99,-786,-352
29,1417,16637,-21,-844,-220
201,1429,16760,-170,-653,-90
396,1499,16540,-537,-442,-18
-286,1989,15522,-870,-120,-38
-111,1411,16628,-564,-318,-474
-431,1269,16979,-376,-410,-481
-587,1117,17021,98,-571,-452
125,1279,17776,373,-965,-220
113,1718,17425,40,-647,-25
-79,1521,17319,-506,-227,-158
-879,1527,16145,-424,55,-352
-376,991,17683,509,-248,-612
-331,1051,17573,120,-150,-329
-175,875,17023,-377,138,-103
-516,1311,16163,-357,171,66
-220,1292,16441,134,-82,-191
-59,1318,17121,64,-226,-327
-161,1208,16738,-316,-213,-470
-339,1084,17329,-130,-255,-528

---END DUMP---
Transfer rate: 6.46 KB/s Data written: 26.53 KB Transfer rate: 0 Bytes/s Data written: 26.53 KB Transfer rate: 0 Bytes/s Data written: 26.53 KB Transfer rate: 0 Bytes/s Data written: 26.53 KB Transfer rate: 0 Bytes/s Data written: 26.53 KB Transfer rate: 0 Bytes/s Data written: 26.53 KB Will get ready
Moving
Will start to capture
Transfer rate: 105 Bytes/s Data written: 26.58 KB Transfer rate: 0 Bytes/s Data written: 26.58 KB Transfer rate: 0 Bytes/s Data written: 26.58 KB Transfer rate: 0 Bytes/s Data written: 26.58 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
-3832,-1988,20050,1376,-465,8453
-5682,-2823,18366,157,821,13159
-4881,-5780,19316,-457,666,18449
-6001,-4003,16576,-2442,570,26067
-5605,-4140,13132,-786,1195,30666
-2540,-3931,14482,4591,1210,32530
207,-2222,15125,6855,1320,32764
1114,-234,13619,6050,534,32764
3040,1413,14303,5650,-2016,32163
6342,2728,16439,4936,-3776,28998
8843,3025,17041,3270,-2467,24797
9293,3190,16725,-226,-630,20974
8250,3493,15225,-2477,-970,16538
8413,2309,16984,-1136,-1623,10925
7743,1970,16565,-713,-1298,6276
7601,291,17458,242,-311,2134
7648,448,17057,606,429,-570
8279,804,17049,1669,316,-3400
8958,2345,16386,2614,-153,-6716
9654,3595,16288,3073,-647,-11094
10634,3511,17803,3300,-644,-16599
9716,2944,16260,2580,645,-22216
9197,2313,14534,2095,743,-27828
9143,1732,14832,1372,-2018,-32073
8622,297,17075,4412,-5073,-32764
9614,-2356,19459,7557,-5785,-32764
8932,-3562,19266,4971,-6113,-32764
9157,-2402,17382,-200,-5809,-32764
3989,-2514,12824,-5499,-7368,-32764
-785,-5445,13504,-1981,-10214,-32764
1061,-5523,20390,4047,-14686,-32764
-1917,-5689,23203,4658,-13904,-32764
-4024,-3725,20057,39,-9040,-31803
-3420,-1735,20064,-5849,-4193,-26781
-11695,-730,12167,-10733,99,-23169
-11861,-3561,14528,-5009,-1655,-22492
-7977,-2869,23130,1167,-5239,-17482
-7111,280,19378,-382,-2588,-10913
-3911,2237,16264,-1061,84,-7234
-4253,4473,14659,-970,41,-5632
-3749,3549,14664,-249,-1283,-6606
-4632,2804,18975,913,-3051,-5988
-4774,1508,18313,128,-1112,-3560
-4679,1696,16464,-602,879,229
-5260,1732,16368,-698,1602,3235
-5935,1305,15787,-1755,1627,5557
-6203,718,15845,-2303,1027,8003
-6370,-398,17435,-1336,404,10584
-4619,-2335,20514,-1627,901,14508
-3862,-1375,17536,-5659,2722,20575
-4344,-892,13978,-8191,2925,24666
-2766,-1754,13872,-6802,1020,26187
3895,-2319,21376,-4742,-560,27294
7122,2540,21821,-8913,1204,28909
4141,3835,14605,-10449,4543,25019
1852,337,15027,-5855,2688,18268
1584,-2099,16755,-4031,-2042,15082
368,-530,15204,-1582,-4427,14590
3664,-918,19522,3299,-3960,13152
4145,1142,18017,2728,-796,12865
2889,1849,14934,761,1571,10935
1363,1212,13655,1182,939,7796
2215,250,17178,3080,-1532,5247
2750,1197,17636,2730,-2210,4310
2671,1798,17036,2605,-849,3364
2491,1906,16675,2185,464,2318
1535,1999,16381,956,703,1154
719,1049,15599,-69,34,-239
618,845,16613,307,-1239,-667
1428,680,18706,1117,-1431,-708
1052,814,18287,684,-347,-447
360,895,16630,-90,427,-225
772,1411,16470,-437,-157,-275
937,1364,16836,66,-559,-959
654,759,17987,747,-500,-1403
530,789,17888,598,-138,-1007
127,1164,16824,266,303,-600
-80,1033,16522,588,378,-672
-235,1243,16182,752,-24,-652
125,1230,17105,505,-619,-610
77,1120,16684,-102,-552,-459
368,978,17327,-16,-418,-315
555,1187,17489,-150,102,28
153,1280,16748,-221,689,115
99,1148,16893,-110,494,-20
55,1306,16149,165,73,-85
441,1613,16757,784,-511,-229
385,1361,16985,804,-326,-471
-32,1180,16427,92,-54,-395
538,1159,17180,-285,95,-138
177,1320,16852,-742,1013,250
-284,1118,16458,-1204,1449,347
-535,1181,16273,-1336,924,365
-554,1009,16520,-786,228,109
-383,916,16877,93,-279,-126
581,1176,18256,602,-411,-157

---END DUMP---
Transfer rate: 6.73 KB/s Data written: 29.95 KB Transfer rate: 0 Bytes/s Data written: 29.95 KB Transfer rate: 0 Bytes/s Data written: 29.95 KB Transfer rate: 0 Bytes/s Data written: 29.95 KB Transfer rate: 0 Bytes/s Data written: 29.95 KB Will get ready
Transfer rate: 36 Bytes/s Data written: 29.97 KB Moving
Will start to capture
Transfer rate: 69 Bytes/s Data written: 30.01 KB Transfer rate: 0 Bytes/s Data written: 30.01 KB Transfer rate: 0 Bytes/s Data written: 30.01 KB Transfer rate: 0 Bytes/s Data written: 30.01 KB Still
Stopped capturing. Confirm?
Transfer rate: 80 Bytes/s Data written: 30.05 KB Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
-7949,-1728,16221,1441,-598,2093
-7643,-3530,19253,3889,-2527,3999
-7219,-3350,19870,3662,-2456,8103
-7492,-6078,18775,1988,-580,12035
-8605,-8776,18093,-584,-260,18753
-6299,-8605,15957,-2132,-692,27317
-1858,-7495,14610,990,994,32319
2354,-3427,13513,4208,2305,32764
7660,123,17495,7465,3508,32757
8649,947,17531,5505,4804,31555
6925,-42,14898,228,3354,28463
6735,-632,15872,-2965,544,26331
6537,1938,13220,-5206,-1461,24328
8896,1573,18623,-1391,-1648,19204
8605,2700,17634,-1217,-684,14064
7857,2325,16027,282,-197,7764
7952,1279,18160,2398,-907,1998
7688,9,17730,3266,-280,-2176
8120,791,18355,3919,167,-5140
8582,2258,16810,3788,433,-8444
8150,2830,15238,4088,-468,-13440
7027,1546,14166,5895,-1959,-19610
8506,498,17453,8433,-3437,-25130
