SEGGER J-Link RTT Logger
Compiled Sep 27 2022 16:03:22
(c) 2016-2017 SEGGER Microcontroller GmbH, www.segger.com
         Solutions for real time microcontroller applications

Default logfile path: /Users/rbaron/Library/Application Support/SEGGER

------------------------------------------------------------ 

Device name. Default: NRF52 Target interface. Interface speed [kHz]. Default: 4000 kHz RTT Control Block address. Default: auto-detection RTT Channel name or index. Default: channel 1 Output file. Default: RTT_<ChannelName>_<Time>.log 
------------------------------------------------------------ 
Connected to:
  J-Link EDU Mini V1 compiled Mar 28 2023 17:01:59
  S/N: 801036382

Searching for RTT Control Block...OK.
3 up-channels found:
0: Terminal
1: 
2: 
Selected RTT Channel description: 
  Index: 0
  Name:  Terminal
  Size:  1024 bytes.

Output file: /dev/stdout

Getting RTT data from target. Press any key to quit.
------------------------------------------------------------ 

*** Booting Zephyr OS build v3.2.99-ncs2 ***
Initializing
I: LittleFS version 2.5, disk version 2.0
I: FS at flash-controller@4001e000:0x7a000 is 6 0x1000-byte blocks with 512 cycle
I: sizes: rd 16 ; pr 16 ; ca 64 ; la 32
I: /lfs mounted
Reading from to /lfs/0
E: file open error (-2)
E: Error -2:  in /Users/rbaron/dev/electronics/spellcaster/code/sclib/src/signal_store.c:42
I: no signal on slot 0
Reading from to /lfs/1
E: file open error (-2)
E: Error -2:  in /Users/rbaron/dev/electronics/spellcaster/code/sclib/src/signal_store.c:42
I: no signal on slot 1
Reading from to /lfs/2
E: file open error (-2)
E: Error -2:  in /Users/rbaron/dev/electronics/spellcaster/code/sclib/src/signal_store.c:42
I: no signal on slot 2
Reading from to /lfs/3
E: file open error (-2)
E: Error -2:  in /Users/rbaron/dev/electronics/spellcaster/code/sclib/src/signal_store.c:42
I: no signal on slot 3
Reading from to /lfs/4
E: file open error (-2)
E: Error -2:  in /Users/rbaron/dev/electronics/spellcaster/code/sclib/srTransfer rate: 1.98 KB/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Transfer rate: 0 Bytes/s Data written: 1023 Bytes Still
Will get ready
Transfer rate: 53 Bytes/s Data written: 1.02 KB Moving
Will start to capture
Transfer rate: 70 Bytes/s Data written: 1.05 KB Transfer rate: 0 Bytes/s Data written: 1.05 KB Transfer rate: 0 Bytes/s Data written: 1.05 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
9774,915,18968,8104,-3951,-29109
10323,-422,21056,6978,-3940,-32231
10291,-2387,21634,5068,-2650,-32764
5996,-2733,16479,2103,-1850,-32764
1762,-3101,10096,2123,-4294,-32764
3142,-1332,13598,6208,-9699,-32764
5274,-63,19110,7372,-13141,-32764
3335,-2622,19634,5043,-10797,-32764
-2680,-4655,15818,519,-7748,-32764
-6751,-3930,13246,813,-9421,-32764
-4378,-3689,18144,5064,-13662,-32208
-1918,-2397,22964,4025,-15217,-28249
-5664,-527,18084,-688,-9564,-22936
-8033,-397,14731,-3234,-4933,-20137
-6888,-1834,19910,-3990,-4547,-17540
-8152,-954,19127,-7015,-2833,-13046
-8182,-387,16392,-7516,-1717,-9359
-8214,565,18470,-3402,-1382,-5956
-6827,737,18198,-1448,-48,-3236
-5763,1738,17553,-2230,621,-204
-6535,2188,16781,-3344,991,1821
-7181,719,17620,-2872,1338,3020
-6992,-167,18631,-1972,1909,5880
-6675,-458,18957,-1672,2696,9646
-6279,-646,18109,-2018,3443,13156
-5928,-1395,17422,-1957,3779,16123
-5483,-3170,16947,-2154,3622,19238
-5563,-4561,16612,-2662,2833,23948
-3584,-4813,15421,-2366,2287,29388
4361,-3564,20703,-1367,2908,32490
9488,1438,23246,-3771,7410,32732
5969,3509,12179,-6822,12639,30473
2199,2073,9381,-3681,7644,23994
4522,455,16332,1266,-1421,18400
8179,2150,21510,2899,-4667,15522
7804,4581,18773,280,-2438,12895
5143,4283,15703,-619,347,8620
3366,2408,15546,-800,943,4728
1503,1829,15392,-1253,442,2976
1095,1855,14782,-1133,-547,1980
2079,1858,17900,-65,-1542,752
1492,1881,17790,-1033,-992,-82
665,1454,16238,-1456,85,-618
180,1278,15835,-1004,-42,-845
242,1146,16852,-241,-656,-1059
803,1405,17984,-291,-993,-1060
873,2158,17673,-965,-783,-1310
78,1760,16870,-1441,-228,-2239
-1040,957,16706,-1148,-235,-2832
-1068,170,17343,-169,-939,-2701
-996,491,17713,373,-1247,-1757
-738,1024,17364,237,-842,-1052
-598,1392,16855,-43,-226,-740
-730,1446,16012,-406,-228,-797
-540,1377,16659,75,-718,-794
-430,1350,17204,354,-651,-658
-391,1098,17392,-48,-357,-494
-528,1297,17156,-149,-46,-189
-374,1178,17303,-89,149,-204
-874,1495,15564,-206,81,-336
-636,1254,16784,346,-584,-583
-325,1203,17627,-172,-817,-375
-329,1142,17312,-889,-449,-87
-532,1322,15997,-681,-402,79
132,1038,18054,483,-614,68
-304,1457,17163,-115,-166,282
-371,1278,16758,-309,-108,118
-292,1277,16680,-12,-428,0
-112,1146,17436,492,-501,-142
-180,1054,17228,171,-294,-169
-463,1141,16426,-265,-269,-165
-457,996,16761,61,-427,-317
-342,959,17219,323,-299,-244
-454,1003,16700,92,-50,-99
-454,1018,16911,87,-120,-29
-184,1070,17465,-58,-194,71
25,1229,17017,-447,181,235
-234,1441,16274,-271,427,187
-32,1219,17014,588,-179,-339
105,1265,17277,623,-482,-463
-212,1117,16949,238,-93,-385
-465,1069,16325,18,138,-215
-498,1027,16589,154,-129,-132
-456,1135,16452,218,-297,-82
-328,1289,16192,101,-369,-47
-279,1334,16757,151,-441,-170
-393,977,17169,92,-278,-342
-443,906,17282,-189,-85,-234
-394,853,16753,-469,106,-57
-640,1129,16469,-350,27,111
-454,835,17349,368,-148,-148

---END DUMP---
Transfer rate: 7.86 KB/s Data written: 33.98 KB Transfer rate: 0 Bytes/s Data written: 33.98 KB Transfer rate: 0 Bytes/s Data written: 33.98 KB Transfer rate: 0 Bytes/s Data written: 33.98 KB Transfer rate: 0 Bytes/s Data written: 33.98 KB Will get ready
Transfer rate: 35 Bytes/s Data written: 34.00 KB Moving
Will start to capture
Transfer rate: 70 Bytes/s Data written: 34.04 KB Transfer rate: 0 Bytes/s Data written: 34.04 KB Transfer rate: 0 Bytes/s Data written: 34.04 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
-8665,-3806,18021,1414,-998,11654
-11349,-5268,16882,2513,-1638,16179
-7363,-8691,20993,4590,-2035,21637
-5653,-5458,16274,1908,-967,29712
72,-4466,17437,6461,3014,32356
3160,-2935,17158,6035,4777,32758
4841,-1582,14870,3448,5776,32764
4846,988,8871,1860,4520,32706
7727,2211,10181,3656,134,30151
10739,3209,15478,3199,-4486,24655
12172,3663,17124,45,-5643,18730
12709,2749,19349,-1848,-3905,12577
11239,2497,18285,-2447,-683,7160
9570,1555,15820,-1279,1611,1859
8200,389,15173,948,1764,-2787
7386,1265,14107,1391,-401,-6084
8677,2867,16028,1752,-3014,-9921
9523,2452,17395,2370,-3386,-15170
9731,1700,18264,4011,-1872,-20387
10946,1575,18926,4642,-50,-24731
10560,2271,16158,2492,670,-28598
7389,882,13390,844,-1782,-32219
5395,-1889,12976,2379,-6705,-32764
7504,-1824,18010,4822,-11545,-32764
10085,1133,20538,3503,-12224,-32764
6763,-1533,18723,510,-8369,-32764
186,-6038,16461,-1129,-5266,-32764
-3502,-6195,16663,-135,-6988,-32764
-3650,-4394,17353,895,-9335,-32318
-413,-30,16845,-756,-10700,-29364
-726,141,17513,-2637,-10436,-29234
-4727,-3629,21225,-2894,-6984,-28996
-8305,-4242,18504,-5181,-2561,-23408
-6702,-927,15757,-6025,-685,-16234
-2368,3079,16192,-5627,-1912,-13081
-4736,2287,15415,-4861,-3236,-15463
-6385,-2753,20692,-778,-4589,-16698
-7305,-2558,23930,497,-3018,-10362
-7840,245,16816,-2221,1315,-3271
-5612,1830,13834,-1589,1359,-31
-3694,2443,17394,176,-1164,783
-4527,1424,18082,89,-839,1217
-5391,-350,19914,-752,458,3295
-5968,-1354,19433,-2637,2293,7407
-7476,-1158,16648,-2921,3795,12158
-5561,-1593,15536,-1850,3039,15310
-4045,-2007,17102,-1370,1877,18276
-3989,-2126,15415,-3441,1513,21381
-2661,-2317,14539,-3170,383,24113
2193,-2097,17814,-415,-485,25851
5561,680,18616,-31,1015,26664
4005,1615,14127,-745,3725,25338
5084,970,13777,-1700,2649,23051
6198,2160,16616,-3827,-212,21248
7012,2915,19230,-5297,-1237,18276
6999,3111,19112,-5759,-169,14494
4892,2147,15912,-4041,2134,10414
3037,1728,14373,-2527,1609,7372
3340,908,17255,-686,571,5212
2728,1163,17538,-145,531,3812
2144,963,17152,391,300,2395
1659,886,16821,824,-191,1278
1480,1019,16472,1676,-471,397
1816,808,17838,2435,-588,-372
1483,690,18381,1275,-149,-419
307,723,16804,199,397,-477
101,381,17184,1412,94,-901
649,262,18385,1506,-479,-785
685,941,16735,95,-54,-254
-35,1329,15759,-11,184,-295
182,949,16896,328,-31,-721
-490,914,16238,-234,-131,-707
-358,561,17112,-247,-642,-621
-193,911,16823,25,-709,-186
512,1370,17494,477,-506,12
155,1247,16922,24,-63,-226
-104,763,17054,-293,41,-429
-258,593,17047,33,-139,-392
-3,734,17440,431,-334,-243
59,1023,16948,325,-53,-54
-169,1095,16278,-14,116,-129
-47,715,16767,-5,-159,-331
234,540,17531,-275,-7,-43
151,937,16784,-496,823,387
-85,1139,16573,-304,1064,364

---END DUMP---
Transfer rate: 6.01 KB/s Data written: 37.05 KB Transfer rate: 0 Bytes/s Data written: 37.05 KB Transfer rate: 0 Bytes/s Data written: 37.05 KB Transfer rate: 0 Bytes/s Data written: 37.05 KB Transfer rate: 0 Bytes/s Data written: 37.05 KB Transfer rate: 0 Bytes/s Data written: 37.05 KB Will get ready
Transfer rate: 35 Bytes/s Data written: 37.07 KB Moving
Will start to capture
Transfer rate: 69 Bytes/s Data written: 37.10 KB Transfer rate: 0 Bytes/s Data written: 37.10 KB Transfer rate: 0 Bytes/s Data written: 37.10 KB Transfer rate: 0 Bytes/s Data written: 37.10 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
-6102,-3230,20919,8350,-5705,6967
-6320,-5302,21107,6949,-3993,11098
-6875,-6192,17831,2948,-2363,18256
-1322,-5798,20203,3309,72,24799
-139,-2384,17641,1764,3477,29853
226,-2328,12785,752,4238,31434
2684,-792,13176,4000,1095,31134
6136,-26,15356,7613,358,29388
7474,2061,14502,6232,1346,27643
8609,2537,14660,3694,2204,25192
10125,4293,16331,649,2113,23128
9609,6160,14621,-2139,2399,19670
9852,5791,13744,-2021,1396,13293
9691,3701,15047,-78,-370,6489
9523,1533,16087,923,-1553,1538
9942,1064,16337,1117,-1465,-1663
10963,1458,17529,1669,-1316,-4721
11929,3748,16468,2066,-504,-8380
12145,4003,15098,2545,-333,-14322
12093,3984,14333,1889,-1071,-20780
12930,3739,15004,1898,-1974,-27795
13024,1375,17112,3575,-1815,-32491
9994,-2746,15091,2501,-1868,-32764
10248,-1577,15558,1112,-5895,-32764
8821,-1968,15904,985,-10926,-32764
7684,-3647,17690,1131,-12916,-32764
4804,-3812,15880,-654,-12153,-32764
3193,-5421,15136,-970,-12994,-32764
1958,-5794,17894,-1553,-15110,-32764
-882,-5054,23199,-3872,-13529,-32521
-3890,-5813,23440,-7508,-6838,-29453
-6916,-5290,20279,-8665,-1609,-23821
-6840,-2804,17299,-6596,-954,-18443
-4191,-1151,19545,-3207,-2190,-15408
-4933,-589,21668,-1849,-1020,-12814
-6644,-2,17494,-2912,1978,-10199
-5367,371,16095,-2029,1925,-7937
-4299,2300,16517,-780,388,-5734
-3838,2242,16939,-400,-313,-5255
-4179,2076,18051,693,-377,-4531
-4735,2052,17452,1126,887,-2939
-5441,1787,16628,807,1627,-1389
-6130,1173,16012,137,1572,426
-6477,865,16730,-455,1566,2915
-6307,-153,17569,-1449,2114,5667
-5676,-1055,18269,-2621,2910,9097
-5454,-1382,17838,-4102,3508,13237
-4841,-1451,16415,-5222,4356,17345
-4111,-1691,14822,-5688,4262,20736
-3054,-3000,14789,-5920,2607,23322
-870,-2931,14865,-6437,733,26555
3623,-354,17574,-5592,-421,28552
5937,1482,18380,-2850,2218,26688
5084,1818,15008,-1317,3785,22724
4643,566,14675,493,1015,18667
5713,1850,19200,1947,-2647,16362
5842,1928,18754,1958,-2023,13931
4170,2066,16814,1103,-930,12045
4559,1711,18019,1271,-343,10137
4118,2874,17741,-335,498,8881
3103,2769,15061,-1812,1170,6836
1879,2353,14270,-1295,-421,4592
2310,1651,17470,534,-2317,2999
2338,1718,18313,-44,-2136,2621
1749,1989,17462,-1104,-913,2204
1100,1303,17346,-949,109,1342
371,1163,16560,-1129,-111,915
496,1131,16603,-434,-869,459
967,1236,18135,499,-1223,119
561,1541,17567,682,-545,-66
545,946,18163,621,-97,-382
361,1155,16661,-300,375,-71
399,1480,15757,-142,347,-53
284,1155,16617,675,-206,-506
216,885,16944,927,-412,-748
257,1199,16636,410,-522,-558
416,1285,16612,169,-403,-439
486,1366,17092,85,-132,-273
395,1315,16219,-521,-141,-300
354,1154,17141,-333,-638,-422
404,823,17315,-84,-611,-418
362,1295,16607,256,-312,-86
873,1542,17464,137,-201,-30
210,1674,15372,-141,102,-262
405,1154,17210,617,-536,-706
685,1096,17887,98,-649,-603
38,1003,16907,-179,204,-424
-184,826,16387,-317,268,-301
217,1020,17128,-86,-67,-61
475,1372,16921,-116,90,94
465,1418,16851,-80,151,-59
483,1051,17748,105,229,-222
212,998,17106,-187,568,-55
113,1094,16842,-370,560,118
65,1281,16646,-517,323,141
232,1284,15980,-208,-66,-25
429,1215,17372,687,-634,-201
256,1185,17216,423,-497,-283
326,1089,17029,291,-190,-257
420,1105,17101,396,133,-110
175,1342,16357,-76,103,27
407,1348,16786,9,-109,-165
502,1244,16528,-251,-25,-337
150,1051,16934,178,245,-439
-156,614,17754,162,474,-350
-374,678,16490,-114,481,-61
313,1153,17096,557,-59,73
110,1409,16438,580,52,15
-35,1193,16781,473,-115,-238
159,1129,16860,258,-356,-313

---END DUMP---
Transfer rate: 7.58 KB/s Data written: 40.90 KB Transfer rate: 0 Bytes/s Data written: 40.90 KB Transfer rate: 0 Bytes/s Data written: 40.90 KB Transfer rate: 0 Bytes/s Data written: 40.90 KB Transfer rate: 0 Bytes/s Data written: 40.90 KB Will get ready
Transfer rate: 35 Bytes/s Data written: 40.92 KB Moving
Will start to capture
Transfer rate: 69 Bytes/s Data written: 40.95 KB Transfer rate: 0 Bytes/s Data written: 40.95 KB Transfer rate: 0 Bytes/s Data written: 40.95 KB Transfer rate: 0 Bytes/s Data written: 40.95 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
-6519,-2647,17933,3648,498,8947
-6148,-3826,19552,5446,125,12792
-5183,-4789,19282,5264,432,17833
-5718,-4362,17173,4095,304,23515
-1698,-2753,19278,6224,829,27457
1245,149,19979,6495,3867,29508
311,118,13284,4536,7165,29354
751,-679,13857,4246,5330,29008
2481,-379,13297,2684,3565,29436
4609,1280,12656,1902,2602,29484
7054,3420,14491,1257,822,28003
8829,5340,17407,412,-23,24508
8687,5092,18106,-1207,641,19420
7397,3163,15969,-2255,1457,14439
6271,1471,14858,-1014,1732,10554
5949,1738,14291,-18,1054,8162
7235,2508,15638,664,64,5803
8146,3599,16637,368,-408,3007
7984,3265,16748,734,113,-784
7991,2444,17065,989,420,-4649
8279,2617,17230,542,20,-8115
8273,2553,15735,-172,-435,-11918
8390,2667,15532,-40,-2200,-16167
10036,3842,17081,1259,-3679,-21026
10061,5060,15915,2490,-3514,-27253
9407,869,15752,5361,-3762,-32354
8158,-3288,19496,4938,-6121,-32764
7404,-2527,18567,-1139,-8019,-32764
6922,513,14840,-4211,-8939,-32764
4812,-1722,11819,-1129,-10098,-32764
1996,-3442,11361,3256,-13506,-32764
3669,-3360,18027,7832,-18552,-32764
5796,-1256,25045,6444,-17986,-32630
4198,-1027,21585,-1893,-9723,-31474
-2389,-2068,17294,-8637,-3571,-29125
-6245,-3323,16268,-9857,-2744,-26698
-6141,-3204,19395,-5423,-4204,-22396
-3252,-568,20596,-2886,-4269,-16643
-2013,3005,17842,-3060,-2337,-13067
-3400,2647,15175,-2524,-1297,-13798
-4379,807,18275,-1461,-2369,-13853
-4868,1061,19044,-2241,-1668,-10581
-5797,1671,17320,-2922,280,-6855
-5285,1750,15867,-2408,957,-4137
-2659,2725,17735,-1684,-95,-1895
-3597,3422,16244,-2171,-96,-1081
-4826,1236,17057,-1487,-87,-1225
-5619,-40,18904,-1107,347,1443
-7565,160,17405,-2018,1858,6017
-6250,-20,16803,-1520,2852,9907
-4324,485,15833,-1199,3367,13006
-1920,1422,17258,-1874,2576,14705
-1139,1184,16588,-3141,2106,14919
-589,-226,17752,-4447,1409,15775
-861,-314,17535,-6161,1819,18716
-1057,-189,17258,-5540,3092,21323
1341,-1535,17381,-3778,4608,22824
1316,-1032,14101,-3095,5841,24387
1858,-1856,14313,-952,4245,23940
4716,-466,16762,171,624,23089
6789,2007,19689,-724,-1431,20848
6556,2714,19046,-2433,-621,16811
6181,3239,17109,-1929,741,12772
5352,3400,15829,-297,1564,8868
4152,2918,15019,211,776,5292
3682,2425,16664,603,-1010,2509
3650,1730,18558,465,-1686,680
3174,1381,18284,-993,-565,9
1416,1428,16099,-1237,899,-491
867,328,16952,277,1066,-1536
765,532,16603,211,193,-1660
671,670,17502,142,-493,-1913
145,506,16911,-93,-293,-2186
48,517,17506,-6,-156,-2111
-522,715,16050,-472,301,-1761
-771,702,16156,-230,109,-1522
-560,978,16468,115,-252,-1215
-227,1415,16722,228,-515,-1095
-14,877,17983,-74,-436,-1134
-396,845,17072,-706,54,-692
-210,862,17300,-367,258,-331
-308,1054,16489,-468,286,-138
-288,918,17005,-24,-313,-467
-61,967,17082,582,-689,-705
190,1040,17110,655,-471,-670
125,790,17170,307,-33,-488
-154,1083,16215,-134,257,-102
121,1055,17434,-176,-33,-62
-204,964,16250,-519,101,-142
-103,758,17112,4,-154,-229
-210,766,16989,-102,-276,-129
-117,751,17062,198,-479,-118
133,729,17477,528,-360,-48
90,873,16639,-122,-97,163
79,930,17142,287,-22,74

---END DUMP---
Transfer rate: 6.66 KB/s Data written: 44.29 KB Transfer rate: 0 Bytes/s Data written: 44.29 KB Transfer rate: 0 Bytes/s Data written: 44.29 KB Transfer rate: 0 Bytes/s Data written: 44.29 KB Transfer rate: 0 Bytes/s Data written: 44.29 KB Will get ready
Transfer rate: 35 Bytes/s Data written: 44.31 KB Moving
Will start to capture
Transfer rate: 70 Bytes/s Data written: 44.35 KB Transfer rate: 0 Bytes/s Data written: 44.35 KB Transfer rate: 0 Bytes/s Data written: 44.35 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
-10521,-6154,20414,3835,-3107,9324
-8337,-8071,22479,4592,-3433,16544
-6020,-4807,20271,5492,-776,25151
-4384,-4597,18498,6257,2963,29714
-4179,-3220,14691,4863,4413,32419
-1952,-2254,13559,5069,3882,32764
1194,-2896,14613,5573,2812,32762
5295,-1770,16473,4824,2378,32760
11367,1980,18194,2798,3528,32638
13293,6200,15959,1474,6328,29724
12078,5847,12687,1323,6585,21276
10830,3684,12926,1599,3087,12400
10485,1418,14100,1754,96,5544
10783,33,16090,2049,-1455,575
11619,215,18152,1480,-2231,-2894
12793,3242,17568,618,-2225,-6526
12457,3665,15814,2200,-2204,-13296
12036,3451,15088,4377,-3937,-21254
12167,1353,17925,6708,-6015,-29130
11729,-1581,20857,8909,-5286,-32656
13734,-1428,21648,6085,-3996,-32764
8226,-2317,15881,-1017,-4620,-32764
3767,-5153,9971,-3820,-8182,-32764
4172,-3692,14209,1584,-14681,-32764
8746,95,23574,7076,-17890,-32764
6621,-1527,19706,2473,-12883,-32764
-516,-4984,11213,-3796,-10490,-32764
-3180,-7211,21630,-1249,-15239,-32764
-6018,-5676,25824,-2213,-13673,-31560
-6204,-2541,16851,-5503,-6726,-25717
-5593,1004,14582,-4846,-5255,-21291
-6557,590,16803,-3752,-5807,-21047
-7572,-1284,19922,-2033,-4581,-19618
-8123,-63,18880,-1137,-883,-14513
-6222,1870,16120,-3139,1,-9892
-5324,2921,15776,-3168,-628,-7711
-5186,2227,16391,-2889,-1424,-6840
-6734,1291,17695,-1799,-751,-4820
-8587,65,17735,-1838,871,-1652
-8922,-551,17861,-1005,2182,2227
-7080,-159,16860,-632,2504,6337
-5750,156,17176,-656,2780,9969
-5768,-547,17902,-1630,3377,12337
-7112,-1832,18309,-3434,3599,15451
-7432,-2690,15252,-3890,4616,19980
-4991,-2499,15304,-2259,3887,24073
1787,-718,19567,-3319,3321,26871
3811,1740,17751,-5959,7013,27278
2479,425,15642,-5196,9579,24820
1710,-549,15467,-4348,7594,23353
4619,1190,16257,-4452,3219,22101
6876,3828,18094,-3509,755,19172
5727,3421,17159,-3254,682,14095
4490,1798,17330,-2287,271,10028
3252,2193,16607,-1308,-340,8465
3146,2325,17045,-404,-1453,6555
2904,2499,18085,-444,-2589,4517
2547,1517,18079,-781,-2350,2679
1970,1350,17957,-1121,-1308,1948
1204,1578,16928,-1487,-96,1492
256,1084,17017,-569,512,639
568,1014,18024,66,-39,279
668,1473,17122,13,-402,228
469,1272,17241,320,-777,-359
274,1037,17577,461,-859,-685
-55,1073,17247,-47,-459,-544
-616,951,16512,-282,-7,-526
-769,708,17420,1077,222,-623
-451,1238,16878,1316,70,-465
-707,1511,15747,424,-350,-614
-1132,975,15645,-115,-706,-929
-1230,796,16561,-127,-803,-637
-918,1000,16869,-285,-548,-140
-781,1017,16925,-436,-154,97
-692,1165,16065,-468,-34,182
-290,1487,16357,68,-405,28
174,1374,17668,-40,-712,-256
-96,1284,17068,-801,-361,-319
-259,893,17308,-568,-198,-360
-623,966,17245,-162,-61,-140
-551,1116,16919,-88,-41,-4
-281,1399,17041,-201,-201,74
-193,1544,16499,-262,-129,-22

---END DUMP---
Transfer rate: 5.97 KB/s Data written: 47.34 KB Transfer rate: 0 Bytes/s Data written: 47.34 KB Transfer rate: 0 Bytes/s Data written: 47.34 KB Transfer rate: 0 Bytes/s Data written: 47.34 KB Transfer rate: 0 Bytes/s Data written: 47.34 KB Transfer rate: 0 Bytes/s Data written: 47.34 KB Will get ready
Transfer rate: 35 Bytes/s Data written: 47.36 KB Moving
Will start to capture
Transfer rate: 70 Bytes/s Data written: 47.39 KB Transfer rate: 0 Bytes/s Data written: 47.39 KB Transfer rate: 0 Bytes/s Data written: 47.39 KB Still
Stopped capturing. Confirm?
Will process buffer

---BEGIN DUMP---
ax,ay,az,gx,gy,gz
-9266,-4235,19072,3525,-1354,11980
-9350,-6413,18786,4394,-1315,17554
-6324,-5434,18635,4296,-961,24828
-3346,-3512,17578,3330,1322,30525
-1203,-3451,16034,2115,3775,32651
769,-3470,15498,628,2907,32764
4142,-1958,16138,1221,1497,32764
8280,954,16812,2128,2108,32764
9741,3609,14279,730,2578,31798
10789,4339,15333,-806,683,26760
9768,4265,15087,-2720,-179,20435
8047,2269,13853,-2206,631,13443
6880,653,13838,-274,469,7515
6647,98,14402,397,-829,3473
6850,69,14841,535,-2291,-1
8831,711,17005,1499,-2914,-3603
10018,1852,17803,1261,-2134,-7775
10209,1216,17769,1147,-1473,-13754
11158,287,19320,2793,-733,-19818
10289,-66,16528,1501,-749,-24855
10918,842,14372,1052,-2198,-30179
12695,2943,14301,2134,-5449,-32676
12894,-1454,15710,4766,-8532,-32764
9587,-6160,16152,5312,-11709,-32764
8994,-5970,19421,3087,-15703,-32764
7308,-4173,21160,401,-15743,-32764
3037,-7084,18659,-4651,-14037,-32764
-1082,-7887,19011,-5971,-13170,-32764
145,-5814,22620,-3635,-10976,-32764
-6153,-5645,19588,-3657,-5704,-32232
-8499,-6162,15388,-5785,-5126,-28077
-6030,-2302,18984,-4837,-7210,-21035
-4557,-313,19880,-5006,-4631,-17020
-6787,-772,16137,-6570,-714,-14712
-6998,-905,17639,-4738,-147,-11451
-5251,975,18228,-2431,494,-7215
-1360,3582,16317,-2144,682,-4719
-856,4077,17015,-1259,170,-5339
-2606,2397,16615,-1144,161,-6090
-3769,1376,17585,-438,-197,-4438
-5151,343,18266,42,823,-1334
-6436,41,16062,-922,1889,2482
-5511,-185,15731,-174,1419,5683
-5660,-595,16576,896,1047,8194
-6074,-2949,17722,215,936,10903
-7159,-5950,19064,-1335,2101,16595
-7488,-7684,18950,-2787,3742,25161
-2263,-8415,20033,-3165,5254,31785
3493,-5738,18265,-3317,8760,32764
9561,-2253,14733,-4155,12011,32764
13093,3943,15337,-4404,11792,32693
11839,5787,16651,-4901,7963,28565
8143,4089,15088,-4047,774,18398
5971,2220,16955,571,-6367,10479
5332,1367,18771,3849,-7873,6619
3652,1708,17350,2529,-5022,5813
2535,2944,15051,-62,-1107,5522
1843,3040,15379,-1987,686,3682
726,1631,16637,-3047,271,1221
424,339,17546,-2415,-1175,-295
712,-254,19348,-262,-1928,-715
1727,-224,19742,859,-824,-335
1969,468,18811,711,467,142
1329,905,16306,303,971,-289
731,419,16390,1340,-15,-1402
1108,26,17907,2246,-790,-1898
1262,445,17769,1272,-148,-1202
802,876,16261,577,987,-657
265,984,16228,1203,1045,-708
182,952,17025,1412,564,-772
2,1070,16547,1154,216,-656
-82,1289,16729,1820,44,-592
299,1423,18167,1981,39,-377
-129,2006,16387,495,813,66
-295,1678,15809,-177,879,-73
-420,1437,16415,-358,362,-206
-114,950,17858,-72,-77,-329
46,936,18028,-44,114,-129
-135,931,16938,-203,659,44
-488,1261,15731,-91,654,144
-155,1486,15558,225,-70,-13
50,1302,16998,304,-641,-251
-101,1178,17048,184,-404,-194
12,1165,17351,84,-317,51
302,1357,17087,-153,-201,286
192,1281,16956,27,-42,233
-83,1223,16707,485,-28,29
-153,1112,16731,922,-187,-170
-113,1151,17043,697,-503,-150
-234,1019,16807,336,-616,-116

---END DUMP---
Transfer rate: 6.31 KB/s Data written: 50.56 KB Transfer rate: 0 Bytes/s Data written: 50.56 KB Transfer rate: 0 Bytes/s Data written: 50.56 KB Transfer rate: 0 Bytes/s Data written: 50.56 KB Transfer rate: 0 Bytes/s Data written: 50.56 KB Transfer rate: 0 Bytes/s Data written: 50.56 KB Moving
