ax,ay,az,gx,gy,gz,name,n
-4899,-9529,-8063,-11633,-119,2043,X,6
-6774,-12869,-9539,-13712,-301,2729,X,6
-7035,-19628,-10429,-16714,-219,3908,X,6
-7126,-28816,-4970,-20639,117,4967,X,6
-5229,-32764,9449,-23950,-1893,6272,X,6
8076,-32489,30568,-24738,-6234,8600,X,6
16790,-22017,32764,-19434,-7684,8574,X,6
6280,-13593,32764,-11737,-1749,5358,X,6
6958,-10413,32265,-5776,2145,3933,X,6
8350,-8119,23573,-2038,695,2720,X,6
6792,-5599,21684,-1053,-555,1188,X,6
4310,-3540,21567,-396,650,171,X,6
2298,-2344,18084,783,1624,-423,X,6
2869,-1976,14386,1747,1301,-692,X,6
2539,-2031,12840,2243,640,-1218,X,6
2645,-2043,12299,2656,18,-1822,X,6
900,-2250,9678,3131,-207,-2455,X,6
-572,-2103,7223,3128,-177,-2698,X,6
-1105,-1831,7557,2687,-189,-2575,X,6
-1927,-1667,8012,2522,-597,-2449,X,6
-997,-1420,8489,2564,-1081,-2287,X,6
156,-1651,8030,2659,-650,-2398,X,6
-2881,-1907,5930,2739,-82,-2733,X,6
