ax,ay,az,gx,gy,gz,name,n,initial_row_angle
14605,-9125,-26839,-6351,-5233,-4864,X,5,-2.6456854343414307
7535,-10367,-19475,-9631,-5698,-7159,X,5,-2.6456854343414307
2348,-9935,-10641,-11536,-3746,-8039,X,5,-2.6456854343414307
-1757,-7216,-3546,-11489,-1394,-8023,X,5,-2.6456854343414307
-3331,-5390,-2038,-9947,-296,-7389,X,5,-2.6456854343414307
-3584,-3871,-2504,-8542,462,-6688,X,5,-2.6456854343414307
-4251,-3096,-2362,-7725,1939,-6364,X,5,-2.6456854343414307
-4820,-2741,-987,-7428,1652,-6056,X,5,-2.6456854343414307
-5823,-2230,2564,-7531,-411,-5652,X,5,-2.6456854343414307
-6688,-1473,7170,-7361,-2430,-5096,X,5,-2.6456854343414307
-7327,-595,10707,-6347,-3508,-4446,X,5,-2.6456854343414307
-8040,32,12200,-4468,-3099,-3737,X,5,-2.6456854343414307
-9374,430,12535,-2351,-1872,-3064,X,5,-2.6456854343414307
-10462,512,11779,-267,-307,-2165,X,5,-2.6456854343414307
-10223,256,9757,1676,1294,-940,X,5,-2.6456854343414307
-9980,-355,8722,2958,815,132,X,5,-2.6456854343414307
-10253,-1396,8463,4031,470,1041,X,5,-2.6456854343414307
-9804,-2971,7562,5320,789,2111,X,5,-2.6456854343414307
-9027,-4627,6329,6629,1739,3267,X,5,-2.6456854343414307
-8235,-6304,6146,7794,2899,4506,X,5,-2.6456854343414307
-7998,-8397,5896,9056,3853,5721,X,5,-2.6456854343414307
-8781,-11348,5071,10491,4493,7022,X,5,-2.6456854343414307
-7377,-15948,3068,12043,5173,8768,X,5,-2.6456854343414307
-2573,-21149,-938,13673,4959,10808,X,5,-2.6456854343414307
3912,-24965,-9416,15108,4441,12291,X,5,-2.6456854343414307
11547,-24711,-24461,15134,2961,12626,X,5,-2.6456854343414307
21161,-20233,-32742,12378,3381,11649,X,5,-2.6456854343414307
31525,-15956,-32742,6706,6786,9608,X,5,-2.6456854343414307
31183,-12833,-28573,736,5697,5224,X,5,-2.6456854343414307
18568,-9597,-18461,-2312,390,-145,X,5,-2.6456854343414307
7917,-6473,-17549,-2375,-1412,-2356,X,5,-2.6456854343414307
7122,-5055,-19843,-2082,996,-1980,X,5,-2.6456854343414307
7216,-4727,-22374,-2525,2555,-1992,X,5,-2.6456854343414307
4106,-5097,-26939,-3639,2418,-2587,X,5,-2.6456854343414307
2278,-6814,-28683,-6034,1778,-2576,X,5,-2.6456854343414307
813,-8861,-26477,-9037,1518,-2205,X,5,-2.6456854343414307
-455,-10469,-21240,-11798,1492,-1719,X,5,-2.6456854343414307
-1618,-11264,-14984,-13880,1750,-1196,X,5,-2.6456854343414307
-2607,-11180,-8736,-15015,1807,-682,X,5,-2.6456854343414307
-871,-10889,-3908,-15386,1046,75,X,5,-2.6456854343414307
671,-10285,-80,-15310,441,403,X,5,-2.6456854343414307
315,-9205,3757,-14860,573,201,X,5,-2.6456854343414307
