ax,ay,az,gx,gy,gz,name,n,initial_row_angle
-3972,-14386,412,5803,957,17265,L,8,2.7750182151794434
2039,-15104,-2009,6974,3146,17123,L,8,2.7750182151794434
8796,-14508,-7099,7267,4701,16037,L,8,2.7750182151794434
16879,-10267,-12482,6145,3299,13456,L,8,2.7750182151794434
19832,-7083,-13372,3956,1913,8549,L,8,2.7750182151794434
12612,-5287,-10726,1993,-143,2994,L,8,2.7750182151794434
1536,-3651,-7576,1175,-1480,-524,L,8,2.7750182151794434
-3313,-3298,-7866,1213,-713,-1228,L,8,2.7750182151794434
-1509,-3593,-10908,1064,192,-603,L,8,2.7750182151794434
4018,-3768,-12686,42,38,-429,L,8,2.7750182151794434
6766,-4088,-10666,-1369,-611,-1785,L,8,2.7750182151794434
5456,-4646,-8463,-2121,-1351,-3915,L,8,2.7750182151794434
6615,-5796,-9563,-2312,-1626,-5727,L,8,2.7750182151794434
11986,-8098,-13204,-3028,-1008,-7997,L,8,2.7750182151794434
13655,-12435,-10484,-4572,23,-11543,L,8,2.7750182151794434
7675,-16626,-5582,-5062,89,-15202,L,8,2.7750182151794434
-2020,-17328,-5058,-4201,-1217,-17124,L,8,2.7750182151794434
-12458,-13300,-5005,-3563,-3035,-17390,L,8,2.7750182151794434
-28303,-7514,-3344,-3495,-4482,-16188,L,8,2.7750182151794434
-32757,-631,-780,-3416,-3455,-10314,L,8,2.7750182151794434
-20528,1113,-2243,-2151,-768,-1912,L,8,2.7750182151794434
-4369,1111,-5154,-989,468,1781,L,8,2.7750182151794434
-942,508,-5001,-590,931,1007,L,8,2.7750182151794434
-4456,314,-5768,-178,512,-305,L,8,2.7750182151794434
-15441,-2283,16169,-873,-3446,-1488,L,9,1.0671991109848022
-24058,-2874,24483,198,-3457,-859,L,9,1.0671991109848022
-29317,-5856,30187,3758,-2376,2318,L,9,1.0671991109848022
-22946,-10644,23586,9384,-1043,7728,L,9,1.0671991109848022
-12868,-15285,14166,13901,-2915,12111,L,9,1.0671991109848022
-3003,-15654,4344,16538,-5059,13684,L,9,1.0671991109848022
2870,-11619,-2511,16836,-6230,12476,L,9,1.0671991109848022
4537,-8118,-5055,15545,-6967,9939,L,9,1.0671991109848022
4481,-5108,-6779,13937,-6596,7379,L,9,1.0671991109848022
5336,-2934,-9688,12003,-5385,5195,L,9,1.0671991109848022
5344,-346,-12653,9344,-4629,2852,L,9,1.0671991109848022
4019,726,-11757,6094,-2263,892,L,9,1.0671991109848022
2887,1598,-10513,3040,-1378,-371,L,9,1.0671991109848022
1772,1826,-7936,480,-446,-1215,L,9,1.0671991109848022
1635,1794,-5798,-1232,913,-1647,L,9,1.0671991109848022
1872,1374,-4987,-2266,1577,-1968,L,9,1.0671991109848022
1983,1137,-5306,-3050,1900,-2362,L,9,1.0671991109848022
2436,644,-6125,-4056,1967,-2790,L,9,1.0671991109848022
1936,-7,-7007,-5574,1817,-3400,L,9,1.0671991109848022
1055,-970,-6998,-7695,2081,-4069,L,9,1.0671991109848022
1329,-2968,-6223,-10158,3229,-4791,L,9,1.0671991109848022
1885,-6777,-4589,-12607,5609,-6179,L,9,1.0671991109848022
-664,-10059,584,-14419,7290,-8632,L,9,1.0671991109848022
-6968,-11509,7533,-14941,4555,-11001,L,9,1.0671991109848022
-15272,-9953,14864,-14161,667,-11300,L,9,1.0671991109848022
-21491,-5642,22016,-12090,-178,-8643,L,9,1.0671991109848022
-19865,-2681,25789,-8570,-225,-4291,L,9,1.0671991109848022
-15639,-2016,22967,-4327,-1488,-1268,L,9,1.0671991109848022
-14017,-1430,16637,-1069,-1456,-94,L,9,1.0671991109848022
-12026,-1069,10454,324,-475,748,L,9,1.0671991109848022
-8700,-430,6823,186,1209,1374,L,9,1.0671991109848022
-6257,-53,6679,-647,2345,1392,L,9,1.0671991109848022
-5036,433,8022,-1202,2932,1084,L,9,1.0671991109848022
-3760,963,10186,-1267,2904,770,L,9,1.0671991109848022
-2150,2026,14689,-848,1734,364,L,9,1.0671991109848022
1172,2454,22667,408,-124,-339,L,9,1.0671991109848022
6386,-311,28134,3610,-580,-1814,L,9,1.0671991109848022
7252,-5792,23377,8648,1303,-4516,L,9,1.0671991109848022
4271,-10585,12036,13182,2785,-7336,L,9,1.0671991109848022
1783,-11990,4094,15123,1674,-9373,L,9,1.0671991109848022
-2148,-11843,1173,14616,95,-10735,L,9,1.0671991109848022
-8880,-11738,835,13328,1132,-11196,L,9,1.0671991109848022
-13987,-10930,-1917,12418,2969,-10034,L,9,1.0671991109848022
-15067,-8126,-6942,11061,3077,-7578,L,9,1.0671991109848022
-14010,-5369,-9628,8219,2024,-5053,L,9,1.0671991109848022
-13401,-3999,-8438,4467,1168,-3038,L,9,1.0671991109848022
-11091,-3522,-4247,1098,118,-1469,L,9,1.0671991109848022
-9130,-3548,-377,-984,-209,-612,L,9,1.0671991109848022
-9537,-3597,367,-1914,-56,-285,L,9,1.0671991109848022
-11539,-3301,-879,-2643,-204,227,L,9,1.0671991109848022
-12976,-3132,-1277,-3691,-883,1405,L,9,1.0671991109848022
-13216,-4147,-1623,-4909,-947,3081,L,9,1.0671991109848022
-12965,-5598,-2173,-6211,-899,4834,L,9,1.0671991109848022
-11951,-7889,-4266,-7778,-303,6515,L,9,1.0671991109848022
-9900,-10459,-5537,-9929,422,7672,L,9,1.0671991109848022
-7688,-12365,-2688,-12264,742,8014,L,9,1.0671991109848022
-6610,-12922,3644,-13697,121,7572,L,9,1.0671991109848022
-4527,-8638,12702,-13880,-1277,7082,L,9,1.0671991109848022
1298,-5436,23834,-12340,-1324,6592,L,9,1.0671991109848022
4405,-1039,24246,-7813,-769,4751,L,9,1.0671991109848022
-483,1224,12542,-3054,-316,2231,L,9,1.0671991109848022
-4685,1690,5549,-1615,-146,1030,L,9,1.0671991109848022
1860,-1367,24746,1395,-1038,-304,L,10,0.06178047135472298
3335,-3144,31069,3911,-1450,-178,L,10,0.06178047135472298
7306,-5700,32153,8230,-2335,-196,L,10,0.06178047135472298
11195,-8636,24149,13236,-4049,-1171,L,10,0.06178047135472298
10190,-10088,12776,16483,-6563,-3957,L,10,0.06178047135472298
6039,-9744,5942,16640,-8064,-7304,L,10,0.06178047135472298
1127,-9191,2881,15485,-6398,-9620,L,10,0.06178047135472298
-3431,-8019,-1147,14598,-3185,-10117,L,10,0.06178047135472298
-7094,-5609,-6215,13423,-2624,-8994,L,10,0.06178047135472298
-8877,-3487,-9358,11138,-3162,-7184,L,10,0.06178047135472298
-9638,-1279,-10534,8104,-2636,-5205,L,10,0.06178047135472298
-8966,18,-9337,5154,-1445,-3056,L,10,0.06178047135472298
-6893,516,-8826,2882,-36,-1094,L,10,0.06178047135472298
-4668,959,-7417,993,1279,261,L,10,0.06178047135472298
-2915,1152,-6015,-518,1682,976,L,10,0.06178047135472298
-2118,1313,-5515,-1687,1627,1237,L,10,0.06178047135472298
-2330,1181,-6041,-2758,1206,1363,L,10,0.06178047135472298
-3406,697,-6569,-4040,845,1616,L,10,0.06178047135472298
-4622,-80,-7432,-5609,1260,2232,L,10,0.06178047135472298
-5297,-865,-8084,-7672,2347,3271,L,10,0.06178047135472298
-3949,-2674,-6734,-10315,4119,4631,L,10,0.06178047135472298
-2658,-5760,-3741,-13277,5500,5639,L,10,0.06178047135472298
-2212,-9507,1673,-16149,6586,5880,L,10,0.06178047135472298
-739,-10835,9809,-17885,5056,5570,L,10,0.06178047135472298
977,-8670,19475,-17511,4797,4944,L,10,0.06178047135472298
3892,-5126,29903,-14800,2869,4279,L,10,0.06178047135472298
6349,-1774,32699,-9482,47,3426,L,10,0.06178047135472298
6546,-129,27201,-3659,-1258,2255,L,10,0.06178047135472298
3981,-203,16984,-28,-1412,1082,L,10,0.06178047135472298
977,-258,9692,622,-740,594,L,10,0.06178047135472298
442,-127,7496,-505,330,928,L,10,0.06178047135472298
2663,-207,9378,-1868,1097,1448,L,10,0.06178047135472298
4423,-391,12524,-2489,1257,1244,L,10,0.06178047135472298
3808,-328,14049,-2136,1107,413,L,10,0.06178047135472298
2724,-197,13886,-1290,791,-252,L,10,0.06178047135472298
2413,10,12652,-421,606,-553,L,10,0.06178047135472298
4669,652,10985,189,745,-644,L,10,0.06178047135472298
10481,1130,10286,336,547,-935,L,10,0.06178047135472298
17383,90,11006,378,84,-2304,L,10,0.06178047135472298
21736,-2255,11164,776,-1152,-5643,L,10,0.06178047135472298
19799,-5587,8556,1374,-1748,-10454,L,10,0.06178047135472298
13419,-10484,5929,1509,-1656,-14780,L,10,0.06178047135472298
6133,-12913,5344,983,-117,-17485,L,10,0.06178047135472298
-1877,-13564,4976,547,2394,-18572,L,10,0.06178047135472298
-9065,-11066,3773,484,3457,-17693,L,10,0.06178047135472298
-15709,-8750,2763,151,3354,-14914,L,10,0.06178047135472298
-19923,-6331,3413,-534,3238,-10706,L,10,0.06178047135472298
-18464,-4339,5517,-1271,2065,-5834,L,10,0.06178047135472298
-11599,-3443,7377,-1605,259,-1477,L,10,0.06178047135472298
-5161,-3248,8725,-1489,-505,958,L,10,0.06178047135472298
-2448,-2803,9486,-1089,-869,1579,L,10,0.06178047135472298
-2372,-2543,9179,-552,-1022,1505,L,10,0.06178047135472298
-4642,-2511,7967,-176,-1153,1586,L,10,0.06178047135472298
-9224,-2768,7650,-138,-1133,2490,L,10,0.06178047135472298
-13165,-4160,7974,-71,-853,4676,L,10,0.06178047135472298
-12947,-6131,7664,106,-863,7711,L,10,0.06178047135472298
-9959,-8187,7790,73,-952,10608,L,10,0.06178047135472298
-6887,-10461,7250,-65,-332,12769,L,10,0.06178047135472298
-4259,-12175,7298,-413,2,14108,L,10,0.06178047135472298
-531,-12031,6672,-746,-391,14652,L,10,0.06178047135472298
6588,-8600,7828,-1401,-1815,14700,L,10,0.06178047135472298
18930,-5406,12617,-1757,-2547,14091,L,10,0.06178047135472298
27212,-2113,13656,-481,-2071,10272,L,10,0.06178047135472298
16057,374,10424,1152,374,3676,L,10,0.06178047135472298
3094,1549,6767,1687,974,60,L,10,0.06178047135472298
1275,1335,4927,1210,622,146,L,10,0.06178047135472298
3747,1108,6381,270,574,597,L,10,0.06178047135472298
4364,668,8485,-237,1063,171,L,10,0.06178047135472298
893,235,9223,-70,1164,-606,L,10,0.06178047135472298
-2234,277,8384,261,476,-711,L,10,0.06178047135472298
